cell_id,seed,structure,capacity,support_intensity,pre_bottleneck,migrated,first_migration,delta_cap_h7,delta_cap_h30,delta_cap_h90,delta_cap_h180,delta_cap_h360,q_on_h360,q_off_h360,delta_q_h360,bott_on_h360,bott_off_h360,same_terminal_bottleneck,common_bottleneck,I_on,I_off,D_on,D_off,delta_I,delta_D,delta_log_I,delta_log_D,delta_log_q_decomp,q_off,q_on_observed,q_on_control_demand,q_off_supported_demand,observed_effect,production_only_effect,demand_only_effect,residual_nonadditivity
phase_086,2026200007,command_constrained,0.4,0.25,command,True,7.0,0.0009112509999998908,0.0016065630000000608,-0.05379425800000004,0.025658079000000056,0.023274644999999983,0.77044467,0.783622428,-0.013177757999999984,logistics,logistics,True,logistics,25609.53976153,25609.53976153,33239.946714055,32680.968343943,0.0,558.9783701119959,0.0,0.016959466278607668,-0.016959466278607668,0.7836224279528241,0.7704446695367716,0.7836224279528241,0.7704446695367716,-0.01317775841605251,0.0,-0.01317775841605251,0.0
phase_086,2026200008,command_constrained,0.4,0.25,logistics,True,147.0,0.0003741780000000583,0.0011111299999999602,0.0014181739999999943,-0.0010303280000000248,-0.00824440500000001,0.988432429,0.999499744,-0.011067315000000022,logistics,logistics,True,logistics,30244.596056753,30244.596056753,30598.546927552,30259.733659952,0.0,338.8132676000023,0.0,0.011134615201677621,-0.011134615201677621,0.9994997443345301,0.9884324287804565,0.9994997443345301,0.9884324287804565,-0.011067315554073698,0.0,-0.011067315554073698,0.0
phase_086,2026200009,command_constrained,0.4,0.25,logistics,True,35.0,8.100000000732521e-07,1.9129999999645264e-06,0.00573692800000003,-0.0035863240000000296,0.025190869000000005,1.0,0.794979601,0.20502039900000002,logistics,logistics,True,logistics,69452.456415996,27419.913119604,35229.663710565,34491.341765746,42032.543296392,738.3219448189993,0.9293729325110887,0.021180117536819247,0.9081928149742694,0.7949796011367476,1.0,1.0,0.7783189003697774,0.2050203988632524,0.2050203988632524,-0.016660700766970238,0.016660700766970238
phase_009,2026200006,forcegen_constrained,0.15,0.25,logistics,False,,0.00040493500000005067,0.0013492670000000428,-0.0010460389999999986,-0.03058785399999997,0.01029263799999991,0.782052085,0.797130575,-0.015078489999999944,logistics,logistics,True,logistics,27522.168562238,27522.168562238,35192.244993484,34526.549895171,0.0,665.6950983129937,0.0,0.019097155391492246,-0.019097155391492246,0.7971305747548016,0.7820520846946211,0.7971305747548016,0.7820520846946211,-0.015078490060180583,0.0,-0.015078490060180583,0.0
phase_086,2026200010,command_constrained,0.4,0.25,logistics,False,,4.0299999992665647e-07,0.0020916529999999156,0.002806949000000003,-0.0022416200000000552,0.003075326000000045,0.961055647,0.995210168,-0.03415452099999994,logistics,logistics,True,logistics,36006.536385342,36006.536385342,37465.610347462,36179.83171497,0.0,1285.7786324920016,0.0,0.03492162619215387,-0.03492162619215387,0.9952101676151164,0.9610556468028061,0.9952101676151164,0.9610556468028061,-0.034154520812310296,0.0,-0.034154520812310296,0.0
phase_086,2026200011,command_constrained,0.4,0.25,logistics,True,7.0,0.00047499099999992467,0.0011557899999999899,-0.005811148000000044,0.008973565999999988,-0.05317819200000007,0.751581893,0.743656743,0.007925150000000047,logistics,logistics,True,logistics,27993.233070259,27993.233070259,37245.752372092,37642.680367541,0.0,-396.92799544899754,0.0,-0.010600614752408935,0.010600614752408935,0.7436567427434673,0.751581892898857,0.7436567427434673,0.751581892898857,0.007925150155389749,0.0,0.007925150155389749,0.0
phase_087,2026200000,command_constrained,0.4,0.5,logistics,True,14.0,0.001068846999999984,0.004000899999999974,0.004744901999999995,-0.0016979770000000727,-0.007495436999999994,0.79967781,0.822678409,-0.023000598999999955,logistics,logistics,True,logistics,30734.820058038,30734.820058038,38434.003892041,37359.458734483,0.0,1074.545157558001,0.0,0.028356460355147703,-0.028356460355147703,0.8226784086052505,0.7996778098990263,0.8226784086052505,0.7996778098990263,-0.023000598706224284,0.0,-0.023000598706224284,0.0
phase_087,2026200001,command_constrained,0.4,0.5,command,True,28.0,0.00046466499999997524,0.0015076830000000374,-0.01592809500000003,0.002915950999999972,0.008517778999999948,0.981247224,0.999994466,-0.018747241999999997,logistics,logistics,True,logistics,35331.458046684,35331.458046684,36006.683310281,35331.653579178,0.0,675.0297311030008,0.0,0.018925304631607038,-0.018925304631607038,0.9999944657983935,0.9812472240839744,0.9999944657983935,0.9812472240839744,-0.018747241714419105,0.0,-0.018747241714419105,0.0
phase_087,2026200002,command_constrained,0.4,0.5,command,True,21.0,0.0010810650000000477,0.0033036600000000416,-0.004699334999999971,0.004975366000000037,0.009540966999999956,1.0,0.987317086,0.01268291399999999,logistics,logistics,True,logistics,47378.545170376,38196.078317133,39445.741382667,38686.738914039,9182.466853243,759.0024686280012,0.21543664420789493,0.019429214129423066,0.19600743007847188,0.9873170856298785,1.0,1.0,0.968319442816123,0.012682914370121479,0.012682914370121479,-0.01899764281375549,0.01899764281375549
phase_087,2026200003,command_constrained,0.4,0.5,command,True,28.0,0.0007471900000000087,1.1699999999947863e-06,-0.049058924000000004,-0.016385505999999994,0.03606074599999998,0.969385494,1.0,-0.03061450600000004,logistics,logistics,True,logistics,36949.625256843,67499.307138734,38116.544419251,34859.547805867,-30549.681881891003,3256.996613383999,-0.6025618277703741,0.08932135631642783,-0.6918831840868019,1.0,0.9693854944044026,1.0,1.0,-0.03061450559559742,0.0,0.0,-0.03061450559559742
phase_087,2026200004,command_constrained,0.4,0.5,command,True,30.0,0.000653285000000059,0.02776119899999996,0.0025347009999999726,-0.01949802299999992,-0.031091947999999925,0.630589815,1.0,-0.369410185,logistics,logistics,True,logistics,25133.058529953,83538.949786267,39856.429533258,39100.83092555,-58405.891256314,755.5986077080015,-1.201128935137727,0.01914001753251317,-1.2202689526702402,1.0,0.6305898151007441,0.6427755609032361,1.0,-0.3694101848992559,-0.35722443909676393,0.0,-0.012185745802491987
phase_087,2026200005,command_constrained,0.4,0.5,command,True,14.0,0.0007060309999999959,0.00234341700000007,0.013363085000000052,-0.021295096999999985,0.03135595399999991,0.779033489,0.801542544,-0.022509055,logistics,logistics,True,logistics,28712.136208462,28692.429547702,36856.100065065,35796.514805693,19.706660760002706,1059.5852593720047,0.0006865886458529064,0.029170605786365305,-0.028484017140512397,0.8015425441121106,0.7790334885615728,0.8020930630904797,0.7784987965913098,-0.022509055550537727,0.0005505189783691078,-0.02304374752080074,-1.5827008106095164e-05
phase_087,2026200006,command_constrained,0.4,0.5,logistics,True,7.0,5.960000000193588e-07,0.0024664229999999954,-0.030589197000000068,-0.02726029299999999,-0.10847397699999994,0.7649009,1.0,-0.2350991,logistics,logistics,True,logistics,29202.163161529,43173.76964591,38177.707919876,39123.20093875,-13971.606484380998,-945.4930188740036,-0.39099033931201577,-0.024463882440065022,-0.36652645687195073,1.0,0.7649009003582908,0.7464154890405554,1.0,-0.23509909964170916,-0.25358451095944456,0.0,0.0184854113177354
phase_087,2026200007,command_constrained,0.4,0.5,logistics,True,161.0,9.280000000666533e-07,-0.005733244999999942,0.019737603000000048,0.04625927799999996,0.036096919000000005,1.0,1.0,0.0,logistics,logistics,True,logistics,66154.486476948,49249.472352325,35588.38288843,36304.954258916,16905.014124623005,-716.5713704859954,0.2950940571395444,-0.019934951675775338,0.31502900881531976,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
phase_009,2026200007,forcegen_constrained,0.15,0.25,logistics,False,,0.005688281000000073,-0.00658497399999991,0.010495343999999962,0.004279146999999983,-0.0008019679999999862,0.952194696,1.0,-0.04780530400000005,logistics,logistics,True,logistics,30907.443506599,33844.850032286,32459.163705991,32104.067333964,-2937.406525686998,355.0963720269974,-0.0907898018599032,0.011000067589526557,-0.10178986944942975,1.0,0.9521946956660009,0.9627267219783379,1.0,-0.0478053043339991,-0.03727327802166214,0.0,-0.010532026312336962
phase_087,2026200008,command_constrained,0.4,0.5,logistics,True,147.0,0.0008432080000000397,0.002389917000000019,0.0033561100000000232,0.00027583500000005756,-0.009005114999999897,0.977387851,0.999286655,-0.021898803999999994,logistics,logistics,True,logistics,30245.08357508,30245.08357508,30944.812275576,30266.674169465,0.0,678.1381061110005,0.0,0.02215812395447441,-0.02215812395447441,0.9992866545473706,0.9773878511763252,0.9992866545473706,0.9773878511763252,-0.02189880337104544,0.0,-0.02189880337104544,0.0
phase_087,2026200009,command_constrained,0.4,0.5,command,True,21.0,8.860000000332491e-07,0.003094594000000006,0.002302297999999925,-0.005867897000000011,0.011020856999999995,0.720126764,0.788008241,-0.06788147700000002,logistics,logistics,True,logistics,25554.099095997,25586.205626101,35485.556669555,32469.464516353,-32.10653010399983,3016.092153202,-0.0012556254600640754,0.08882566497913601,-0.09008129043920009,0.7880082411958073,0.7201267640792361,0.7870194189105543,0.721031541490592,-0.06788147711657111,-0.0009888222852529882,-0.06697669970521525,8.404487389712667e-05
phase_087,2026200010,command_constrained,0.4,0.5,logistics,False,,0.00340929500000009,0.009804892999999981,0.012292842000000026,0.011832269000000006,0.01081207999999989,0.981840056,0.999999999,-0.01815994300000001,logistics,logistics,True,logistics,36494.720236827,36494.720236827,37169.720270758,36494.720288036,0.0,674.9999827220017,0.0,0.018326858125644673,-0.018326858125644673,0.9999999985968108,0.9818400561259528,0.9999999985968108,0.9818400561259528,-0.018159942470857948,0.0,-0.018159942470857948,0.0
