cell_id,factor_structure,factor_capacity_level,factor_support_intensity,seed,horizon_days,control_capability,withdrawn_capability,supported_capability,supported_vs_control,retained_vs_control,dependency_gap
phase_002,forcegen_constrained,0.1,0.25,2026200002,360,0.448678018,0.71098148,0.703188053,0.25451003499999997,0.26230346200000004,-0.007793427000000075
phase_002,forcegen_constrained,0.1,0.25,2026200003,7,0.887513405,0.903485704,0.903487178,0.015973773000000024,0.015972298999999968,1.4740000000568187e-06
phase_002,forcegen_constrained,0.1,0.25,2026200003,30,0.835018106,0.881641194,0.883477682,0.04845957599999995,0.046623087999999924,0.001836488000000025
phase_002,forcegen_constrained,0.1,0.25,2026200003,90,0.767529237,0.858631227,0.859575126,0.09204588899999999,0.09110199000000008,0.0009438989999999148
phase_002,forcegen_constrained,0.1,0.25,2026200003,180,0.742080953,0.798445924,0.814816359,0.07273540600000006,0.05636497100000004,0.016370435000000017
phase_002,forcegen_constrained,0.1,0.25,2026200003,360,0.736001368,0.718007084,0.726610513,-0.009390855000000031,-0.017994284000000027,0.008603428999999996
phase_002,forcegen_constrained,0.1,0.25,2026200004,7,0.89978823,0.899791331,0.899792137,3.907000000080707e-06,3.1010000000053495e-06,8.060000000753575e-07
phase_002,forcegen_constrained,0.1,0.25,2026200004,30,0.900143279,0.857682563,0.868090201,-0.03205307800000001,-0.04246071600000001,0.010407637999999997
phase_002,forcegen_constrained,0.1,0.25,2026200004,90,0.847262689,0.830750949,0.844523179,-0.002739510000000056,-0.016511739999999997,0.013772229999999941
phase_002,forcegen_constrained,0.1,0.25,2026200004,180,0.791474352,0.741001318,0.761506921,-0.0299674310000001,-0.05047303400000003,0.020505602999999928
phase_002,forcegen_constrained,0.1,0.25,2026200004,360,0.464139238,0.748404664,0.747192543,0.28305330500000003,0.28426542600000004,-0.0012121210000000104
phase_002,forcegen_constrained,0.1,0.25,2026200005,7,0.87319467,0.872503292,0.872862138,-0.000332531999999941,-0.0006913779999999647,0.00035884600000002376
phase_002,forcegen_constrained,0.1,0.25,2026200005,30,0.856247751,0.85822535,0.859450913,0.003203162000000037,0.001977599000000052,0.001225562999999985
phase_002,forcegen_constrained,0.1,0.25,2026200005,90,0.760240915,0.791306103,0.795791897,0.03555098199999995,0.03106518800000002,0.004485793999999932
phase_002,forcegen_constrained,0.1,0.25,2026200005,180,0.726265531,0.757887844,0.819848796,0.09358326500000003,0.03162231299999996,0.06196095200000007
phase_002,forcegen_constrained,0.1,0.25,2026200005,360,0.694614971,0.689610679,0.708780997,0.014166025999999943,-0.005004292000000077,0.01917031800000002
phase_002,forcegen_constrained,0.1,0.25,2026200006,7,0.878571982,0.86723161,0.86763653,-0.010935452000000012,-0.011340371999999932,0.0004049199999999198
phase_002,forcegen_constrained,0.1,0.25,2026200006,30,0.802088123,0.802291972,0.803641209,0.0015530860000000368,0.0002038490000000337,0.0013492370000000031
phase_002,forcegen_constrained,0.1,0.25,2026200006,90,0.841156274,0.835372137,0.834325989,-0.006830285000000047,-0.0057841370000000225,-0.0010461480000000245
phase_002,forcegen_constrained,0.1,0.25,2026200006,180,0.789141915,0.780907448,0.750319461,-0.03882245399999995,-0.008234466999999968,-0.030587986999999983
phase_002,forcegen_constrained,0.1,0.25,2026200006,360,0.717910942,0.74269693,0.752978242,0.03506729999999991,0.02478598799999998,0.010281311999999931
phase_002,forcegen_constrained,0.1,0.25,2026200007,7,0.897225909,0.882114599,0.887802869,-0.009423039999999938,-0.015111309999999989,0.005688270000000051
phase_002,forcegen_constrained,0.1,0.25,2026200007,30,0.903798526,0.90068261,0.894097617,-0.00970090899999998,-0.003115915999999941,-0.006584993000000039
