seed,focal,capital_mult,shock_fraction,base_government_capital,baseline_institution_capacity,baseline_government_effective_control,baseline_structural_admin,time,institution_capacity,institution_reach,institution_integrity,institution_compliance,government_effective_control,government_formal,government_physical,government_administrative,government_legal,government_fiscal,government_social,government_expected,structural_administrative_capacity,government_governance,government_capital,security_recruit_pipeline,security_reserve,intelligence_penetration,cumulative_security_recruits,cumulative_security_deployments,cumulative_admin_rebuild,cumulative_underground_disruption,police_professionalism,military_experience,economic_output
2026093100,5,0.25000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.03680981666145352,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.24998363447003671,0.97999999999999998,0.22619219104482752,0.03680981666145352,0.03128834416223549,0.23926380829944785,0.05200000000000000,0.06999999999999999,0.03680981666145352,0.36809816661453515,625000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,0.25000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.03784840646996690,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.24738671277301805,0.97999999999999998,0.21035096869301356,0.03680981666145352,0.03128834416223549,0.23926380829944785,0.05200000000000000,0.06999999999999999,0.03907703349836068,0.36809816661453515,623674.86164870497304946,3.17718451375740463,0.00000000000000000,0.00405760152145926,3.71192639999999940,0.53101176369911995,0.00226721683690716,0.00000000000000000,0.56964025703768806,0.00000000000000000,229664.88076461947639473
2026093100,5,0.25000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.02545507765897228,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.24748617932151565,0.97999999999999998,0.21048036044953847,0.03700388887906186,0.03142331123629563,0.23936059314823421,0.05209954956856390,0.07007268540218393,0.04133127245521308,0.36809816661453515,502386.14841156342299655,5.89666231225574755,0.00000000000000000,0.00816734701178312,7.42385279999999881,1.51653748334517102,0.00452145579375956,0.00000000000000000,0.55879884587081996,0.00000000000000000,229871.80377595976460725
2026093100,5,0.25000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.02646439923113164,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.24751572954235454,0.97999999999999998,0.21066061679665563,0.03700388887906186,0.03142331123629563,0.23936059314823421,0.05209954956856390,0.07007268540218393,0.04356116611553111,0.36809816661453515,501058.76750394748523831,8.22437084303265564,0.00000000000000000,0.01236790249994274,11.13577919999999821,2.89109966182866174,0.00675134945407760,0.00000000000000000,0.55021658044821609,0.00000000000000000,229871.80377595976460725
2026093100,5,0.25000000000000000,0.10000000000000001,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.01468752604156378,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.24763821051239751,0.97999999999999998,0.21088419596303690,0.03721858060700931,0.03157088229028889,0.23946779850207056,0.05220894331850130,0.07015061635080408,0.04578127406953553,0.36809816661453515,379864.67043157957959920,10.21674857350850552,0.00000000000000000,0.01669066407994349,14.84770559999999762,4.59865352147946549,0.00897145740808202,0.00000000000000000,0.54353774795186371,0.00000000000000000,230079.05900428586755879
2026093100,5,0.25000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,0.000000,0.11042944998436054,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30740976372994744,0.97999999999999998,0.22619219104482752,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11042944998436054,0.36809816661453515,625000.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.58299999999999996,0.00000000000000000,229664.88076461947639473
2026093100,5,0.25000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,15.000000,0.11131804851247840,0.50686901228840675,0.45809019746438401,0.89791494181206422,0.30606687904787888,0.97999999999999998,0.21800059448420922,0.11042944998436054,0.09386503248670645,0.23926380829944785,0.15600000000000000,0.20999999999999999,0.11236923942547154,0.36809816661453515,623689.33053435420151800,3.17718451375740463,0.00000000000000000,0.01189855670143192,3.71192639999999940,0.53101176369911995,0.00193978944111100,0.00000000000000000,0.57106505400933061,0.00000000000000000,229664.88076461947639473
2026093100,5,0.25000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,30.000000,0.09883740629537806,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30630393105091447,0.97999999999999998,0.21812245105144251,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11429489285363689,0.36809816661453515,502415.15698447305476293,5.89666231225574755,0.00000000000000000,0.02355049712673352,7.42385279999999881,1.51653748334517102,0.00386544286927635,0.00000000000000000,0.56105980355419105,0.00000000000000000,229874.56007365463301539
2026093100,5,0.25000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,45.000000,0.09969875475300617,0.50686901228840675,0.45263215467207718,0.89791494181206422,0.30633176040086013,0.97999999999999998,0.21829221008611091,0.11096892011275875,0.09423897471061252,0.23953145101317944,0.15627562094536954,0.21020198228432724,0.11619786958371948,0.36809816661453515,501102.22240523743676022,8.22437084303265564,0.00000000000000000,0.03500788699965018,11.13577919999999821,2.89109966182866174,0.00576841959935895,0.00000000000000000,0.55275298836560394,0.00000000000000000,229874.56007365463301539
2026093100,5,0.25000000000000000,0.29999999999999999,2500000.00000000000000000,0.36809816661453515,0.50840121613963485,0.36809816661453515,60.000000,0.08784311993466153,0.50686901228840675,0.44782517764136781,0.89791494181206422,0.30659024957576270,0.97999999999999998,0.21850276901545712,0.11152574389272464,0.09462463094320661,0.23980798003165371,0.15656016088477176,0.21040998527907648,0.11808972527880797,0.36809816661453515,379922.63668995024636388,10.21674857350850552,0.00000000000000000,0.04631291758443329,14.84770559999999762,4.59865352147946549,0.00766027529444744,0.00000000000000000,0.54591144735579378,0.00000000000000000,230084.56811133516021073
