assay,seed_or_case,focal_or_pair,initial_prof_or_replicate,staffing_or_quality,parent_standard_or_initial_experience,start_membership_or_turnover,time_or_post_experience,professionalism_or_capability,intelligence_or_loss_actor,remaining_membership_or_loss_defender,cumulative_disrupted
police,2026093201,32,0.50000000000000000,0.50000000000000000,0.58299999999999996,41555.55555555555474712,56.000000,0.52652839875098678,0.09356255703861871,41454.76971834865253186,455.26170572200493325
police,2026093201,32,0.50000000000000000,0.50000000000000000,0.58299999999999996,41555.55555555555474712,112.000000,0.54076752560884933,0.17378986917380934,41185.53962609646259807,1619.50375406986267990
police,2026093201,32,0.50000000000000000,1.00000000000000000,0.58299999999999996,41555.55555555555474712,14.000000,0.50824974962239600,0.03810022201042296,41536.57154691323376028,53.63691837130032525
police,2026093201,32,0.50000000000000000,1.00000000000000000,0.58299999999999996,41555.55555555555474712,28.000000,0.51531103638246012,0.07433120260702675,41499.44732456366182305,157.94425694843471319
police,2026093201,32,0.50000000000000000,1.00000000000000000,0.58299999999999996,41555.55555555555474712,56.000000,0.52652839875098678,0.14155738238932791,41357.67252760092378594,552.35889646973419076
police,2026093201,32,0.50000000000000000,1.00000000000000000,0.58299999999999996,41555.55555555555474712,112.000000,0.54076752560884933,0.25662415937151262,40844.60071860923926579,1960.44266155708646693
police,2026093201,32,0.50000000000000000,1.50000000000000000,0.58299999999999996,41555.55555555555474712,14.000000,0.50824974962239600,0.03810022201042296,41536.57154691323376028,53.63691837130032525
police,2026093201,32,0.50000000000000000,1.50000000000000000,0.58299999999999996,41555.55555555555474712,28.000000,0.51531103638246012,0.07433120260702675,41499.44732456366182305,157.94425694843471319
police,2026093201,32,0.50000000000000000,1.50000000000000000,0.58299999999999996,41555.55555555555474712,56.000000,0.52652839875098678,0.14155738238932791,41357.67252760092378594,552.35889646973419076
police,2026093201,32,0.50000000000000000,1.50000000000000000,0.58299999999999996,41555.55555555555474712,112.000000,0.54076752560884933,0.25662415937151262,40844.60071860923926579,1960.44266155708646693
police,2026093201,32,0.90000000000000002,0.50000000000000000,0.58299999999999996,41555.55555555555474712,14.000000,0.85062555898730208,0.02911487092227671,41543.24862727325671585,46.95983801127626833
police,2026093201,32,0.90000000000000002,0.50000000000000000,0.58299999999999996,41555.55555555555474712,28.000000,0.80836402347814640,0.05640283062418872,41519.67305608895549085,137.71852542313951062
police,2026093201,32,0.90000000000000002,0.50000000000000000,0.58299999999999996,41555.55555555555474712,56.000000,0.74122853186524795,0.10584973142802800,41432.82626461450126953,477.20515945616068620
police,2026093201,32,0.90000000000000002,0.50000000000000000,0.58299999999999996,41555.55555555555474712,112.000000,0.65600789350705302,0.18899960822837325,41131.01360792019841028,1674.02977224613186991
police,2026093201,32,0.90000000000000002,1.00000000000000000,0.58299999999999996,41555.55555555555474712,14.000000,0.85062555898730208,0.04675557778464356,41528.82509673188178567,61.38336855265238512
police,2026093201,32,0.90000000000000002,1.00000000000000000,0.58299999999999996,41555.55555555555474712,28.000000,0.80836402347814640,0.08958934167893406,41478.46574698184849694,178.92583453024008122
police,2026093201,32,0.90000000000000002,1.00000000000000000,0.58299999999999996,41555.55555555555474712,56.000000,0.74122853186524795,0.16463722387678559,41298.61711279212613590,611.41431127852797545
police,2026093201,32,0.90000000000000002,1.00000000000000000,0.58299999999999996,41555.55555555555474712,112.000000,0.65600789350705302,0.28355638878871087,40705.37927136434154818,2099.66410880198418454
police,2026093201,32,0.90000000000000002,1.50000000000000000,0.58299999999999996,41555.55555555555474712,14.000000,0.85062555898730208,0.04675557778464356,41528.82509673188178567,61.38336855265238512
police,2026093201,32,0.90000000000000002,1.50000000000000000,0.58299999999999996,41555.55555555555474712,28.000000,0.80836402347814640,0.08958934167893406,41478.46574698184849694,178.92583453024008122
police,2026093201,32,0.90000000000000002,1.50000000000000000,0.58299999999999996,41555.55555555555474712,56.000000,0.74122853186524795,0.16463722387678559,41298.61711279212613590,611.41431127852797545
police,2026093201,32,0.90000000000000002,1.50000000000000000,0.58299999999999996,41555.55555555555474712,112.000000,0.65600789350705302,0.28355638878871087,40705.37927136434154818,2099.66410880198418454
veterancy,2026093300,0,0,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.02020732750057084,0.01104211729265342,
veterancy,2026093300,0,0,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.02020732750057084,0.01104211729265342,
veterancy,2026093300,0,0,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.02020732750057084,0.01104211729265342,
veterancy,2026093300,0,0,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.02020732750057084,0.01104211729265342,
veterancy,2026093300,1,0,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.02020732750057084,0.01104211729265342,
veterancy,2026093300,1,0,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.02058196452290713,0.01084112647186930,
veterancy,2026093300,1,0,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.02097994560391544,0.01063547468830041,
veterancy,2026093300,1,0,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.02140383910488686,0.01042484384875695,
veterancy,2026093300,2,0,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.02020732750057084,0.01104211729265342,
veterancy,2026093300,2,0,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.02084454072758206,0.01070456208886912,
veterancy,2026093300,2,0,0.62500000000000000,0.90000000000000002,0.40000000000000002,0.57999999999999996,0.65000000000000002,0.02155139754712024,0.01035346686656885,
veterancy,2026093300,2,0,0.62500000000000000,0.90000000000000002,0.59999999999999998,0.41999999999999998,0.59999999999999998,0.02234181163820529,0.00998717937675201,
veterancy,2026093300,0,1,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.02008329173222285,0.01259749731146826,
veterancy,2026093300,0,1,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.02008329173222285,0.01259749731146826,
veterancy,2026093300,0,1,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.02008329173222285,0.01259749731146826,
veterancy,2026093300,0,1,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.02008329173222285,0.01259749731146826,
veterancy,2026093300,1,1,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.02008329173222285,0.01259749731146826,
veterancy,2026093300,1,1,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.02045562917333473,0.01236819515343541,
veterancy,2026093300,1,1,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.02085116738359875,0.01213357549472823,
veterancy,2026093300,1,1,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.02127245895929877,0.01189327543591378,
veterancy,2026093300,2,1,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.02008329173222285,0.01259749731146826,
veterancy,2026093300,2,1,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.02071659364378627,0.01221239446756226,
veterancy,2026093300,2,1,0.62500000000000000,0.90000000000000002,0.40000000000000002,0.57999999999999996,0.65000000000000002,0.02141911166450393,0.01181184437361071,
veterancy,2026093300,2,1,0.62500000000000000,0.90000000000000002,0.59999999999999998,0.41999999999999998,0.59999999999999998,0.02220467406903640,0.01139396204670754,
veterancy,2026093300,0,2,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.01239424381551748,0.00718710344963642,
veterancy,2026093300,0,2,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.01239424381551748,0.00718710344963642,
veterancy,2026093300,0,2,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.01239424381551748,0.00718710344963642,
veterancy,2026093300,0,2,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.01239424381551748,0.00718710344963642,
veterancy,2026093300,1,2,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.01239424381551748,0.00718710344963642,
veterancy,2026093300,1,2,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.01262402890694159,0.00705628235952145,
veterancy,2026093300,1,2,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.01286813216858479,0.00692242753766629,
veterancy,2026093300,1,2,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.01312812891494843,0.00678533194328338,
veterancy,2026093300,2,2,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.01239424381551748,0.00718710344963642,
veterancy,2026093300,2,2,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.01278508105502021,0.00696739520843028,
veterancy,2026093300,2,2,0.62500000000000000,0.90000000000000002,0.40000000000000002,0.57999999999999996,0.65000000000000002,0.01321863446596831,0.00673887402753110,
veterancy,2026093300,2,2,0.62500000000000000,0.90000000000000002,0.59999999999999998,0.41999999999999998,0.59999999999999998,0.01370343805812331,0.00650046448959108,
veterancy,2026093300,0,3,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.00984473875888034,0.00988770971450322,
veterancy,2026093300,0,3,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.00984473875888034,0.00988770971450322,
veterancy,2026093300,0,3,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.00984473875888034,0.00988770971450322,
veterancy,2026093300,0,3,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.00984473875888034,0.00988770971450322,
veterancy,2026093300,1,3,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.00984473875888034,0.00988770971450322,
veterancy,2026093300,1,3,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.01002725688821738,0.00970773165064804,
veterancy,2026093300,1,3,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.01022114792964248,0.00952357990834128,
veterancy,2026093300,1,3,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.01042766315430708,0.00933496964971687,
veterancy,2026093300,2,3,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.00984473875888034,0.00988770971450322,
veterancy,2026093300,2,3,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.01015518049114064,0.00958544450764293,
veterancy,2026093300,2,3,0.62500000000000000,0.90000000000000002,0.40000000000000002,0.57999999999999996,0.65000000000000002,0.01049955164700429,0.00927105483506057,
veterancy,2026093300,2,3,0.62500000000000000,0.90000000000000002,0.59999999999999998,0.41999999999999998,0.59999999999999998,0.01088463078415646,0.00894306118353757,
veterancy,2026093300,0,4,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.01378198123751452,0.01954231168780757,
veterancy,2026093300,0,4,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.01378198123751452,0.01954231168780757,
veterancy,2026093300,0,4,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.01378198123751452,0.01954231168780757,
veterancy,2026093300,0,4,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.01378198123751452,0.01954231168780757,
veterancy,2026093300,1,4,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.01378198123751452,0.01954231168780757,
veterancy,2026093300,1,4,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.01403749451172519,0.01918659863368498,
veterancy,2026093300,1,4,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.01430892910846683,0.01882263661923230,
veterancy,2026093300,1,4,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.01459803672435146,0.01844986268391449,
veterancy,2026093300,2,4,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.01378198123751452,0.01954231168780757,
veterancy,2026093300,2,4,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.01421657907034114,0.01894490732871941,
veterancy,2026093300,2,4,0.62500000000000000,0.90000000000000002,0.40000000000000002,0.57999999999999996,0.65000000000000002,0.01469867584559302,0.01832353987857869,
veterancy,2026093300,2,4,0.62500000000000000,0.90000000000000002,0.59999999999999998,0.41999999999999998,0.59999999999999998,0.01523776109439177,0.01767528519121834,
veterancy,2026093300,0,5,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.01022527414217268,0.01208862377622222,
veterancy,2026093300,0,5,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.01022527414217268,0.01208862377622222,
veterancy,2026093300,0,5,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.01022527414217268,0.01208862377622222,
veterancy,2026093300,0,5,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.01022527414217268,0.01208862377622222,
veterancy,2026093300,1,5,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.01022527414217268,0.01208862377622222,
veterancy,2026093300,1,5,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.01041484726890542,0.01186858423574847,
veterancy,2026093300,1,5,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.01061623291263265,0.01164344199404025,
veterancy,2026093300,1,5,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.01083073071074057,0.01141284881091894,
veterancy,2026093300,2,5,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.01022527414217268,0.01208862377622222,
veterancy,2026093300,2,5,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.01054771558986170,0.01171907708928654,
veterancy,2026093300,2,5,0.62500000000000000,0.90000000000000002,0.40000000000000002,0.57999999999999996,0.65000000000000002,0.01090539795824202,0.01133470714106659,
veterancy,2026093300,2,5,0.62500000000000000,0.90000000000000002,0.59999999999999998,0.41999999999999998,0.59999999999999998,0.01130536182119977,0.01093370509218607,
veterancy,2026093300,0,6,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.01849107695170551,0.01298294311217819,
veterancy,2026093300,0,6,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.01849107695170551,0.01298294311217819,
veterancy,2026093300,0,6,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.01849107695170551,0.01298294311217819,
veterancy,2026093300,0,6,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.01849107695170551,0.01298294311217819,
veterancy,2026093300,1,6,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.01849107695170551,0.01298294311217819,
veterancy,2026093300,1,6,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.01883389526891153,0.01274662499282203,
veterancy,2026093300,1,6,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.01919807498510806,0.01250482667314941,
veterancy,2026093300,1,6,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.01958596632529486,0.01225717415008808,
veterancy,2026093300,2,6,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.01849107695170551,0.01298294311217819,
veterancy,2026093300,2,6,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.01907417032785713,0.01258605727119300,
veterancy,2026093300,2,6,0.62500000000000000,0.90000000000000002,0.40000000000000002,0.57999999999999996,0.65000000000000002,0.01972099232069854,0.01217325154043760,
veterancy,2026093300,2,6,0.62500000000000000,0.90000000000000002,0.59999999999999998,0.41999999999999998,0.59999999999999998,0.02044427489141720,0.01174258326215750,
veterancy,2026093300,0,7,0.93750000000000000,0.10000000000000001,0.00000000000000000,0.10000000000000001,0.75000000000000000,0.01327452417919972,0.01629654271274694,
veterancy,2026093300,0,7,0.93750000000000000,0.10000000000000001,0.20000000000000001,0.10000000000000001,0.75000000000000000,0.01327452417919972,0.01629654271274694,
veterancy,2026093300,0,7,0.93750000000000000,0.10000000000000001,0.40000000000000002,0.10000000000000001,0.75000000000000000,0.01327452417919972,0.01629654271274694,
veterancy,2026093300,0,7,0.93750000000000000,0.10000000000000001,0.59999999999999998,0.10000000000000001,0.75000000000000000,0.01327452417919972,0.01629654271274694,
veterancy,2026093300,1,7,0.75000000000000000,0.50000000000000000,0.00000000000000000,0.50000000000000000,0.75000000000000000,0.01327452417919972,0.01629654271274694,
veterancy,2026093300,1,7,0.75000000000000000,0.50000000000000000,0.20000000000000001,0.41999999999999998,0.71999999999999997,0.01352062937105575,0.01599990979272206,
veterancy,2026093300,1,7,0.75000000000000000,0.50000000000000000,0.40000000000000002,0.34000000000000002,0.69000000000000006,0.01378206965713821,0.01569639797645903,
veterancy,2026093300,1,7,0.75000000000000000,0.50000000000000000,0.59999999999999998,0.26000000000000001,0.66000000000000003,0.01406053223601657,0.01538553780514690,
veterancy,2026093300,2,7,0.62500000000000000,0.90000000000000002,0.00000000000000000,0.90000000000000002,0.75000000000000000,0.01327452417919972,0.01629654271274694,
veterancy,2026093300,2,7,0.62500000000000000,0.90000000000000002,0.20000000000000001,0.73999999999999999,0.70000000000000007,0.01369311997763123,0.01579836082873089,
