cell_id,seed,pre_bottleneck_reconstructed,pre_bottleneck_frozen,second_constraint,pre_q1,pre_q2,pre_headroom,pre_forcegen_ratio_indigenous,pre_logistics_ratio_indigenous,pre_command_ratio_indigenous,factor_expected_initial_bottleneck,factor_starting_structure,factor_support_intensity,factor_support_target,delta_composite_capability_h30,delta_q_feasible_h360,first_persistent_migration_days,ever_persistently_migrated,modal_post_bottleneck,initially_effective,autonomy_class_360,observed_target_match
migration_052,2026210001,logistics,logistics,none,0.7584182883668041,-1.0,-1.0,-1.0,0.7584182883668041,-1.0,mixed,near_tie_low,1.5,balanced,0.0,-0.11016809900000002,,False,logistics,False,neutral_or_mixed,False
migration_052,2026210002,logistics,logistics,none,0.7462082247880353,-1.0,-1.0,-1.0,0.7462082247880353,-1.0,mixed,near_tie_low,1.5,balanced,0.03227928099999999,-0.10474042800000005,,False,logistics,True,dependency_gain,False
migration_052,2026210003,logistics,logistics,forcegen,0.7942970486101146,8.028675315525941,7.234378266915827,8.028675315525941,0.7942970486101146,-1.0,mixed,near_tie_low,1.5,balanced,0.03469351300000001,-0.10454645900000004,,False,logistics,True,dependency_gain,False
migration_052,2026210004,forcegen,forcegen,logistics,0.2811917519980348,0.7462629356030616,0.46507118360502675,0.2811917519980348,0.7462629356030616,0.778034746,mixed,near_tie_low,1.5,balanced,0.0,-0.11322318600000003,7.0,True,logistics,False,neutral_or_mixed,False
migration_052,2026210005,logistics,logistics,forcegen,0.8346415580451348,2.0167086698007894,1.1820671117556545,2.0167086698007894,0.8346415580451348,-1.0,mixed,near_tie_low,1.5,balanced,0.0,-0.10708640800000002,,False,logistics,False,neutral_or_mixed,False
migration_052,2026210006,logistics,logistics,none,0.777548508779752,-1.0,-1.0,-1.0,0.777548508779752,-1.0,mixed,near_tie_low,1.5,balanced,0.0,-0.10842997300000001,,False,logistics,False,neutral_or_mixed,False
migration_052,2026210007,logistics,logistics,command,0.7209128390899546,0.79095577,0.07004293091004532,-1.0,0.7209128390899546,0.79095577,mixed,near_tie_low,1.5,balanced,0.02947163900000005,-0.11228720999999997,,False,logistics,True,dependency_gain,False
migration_052,2026210008,logistics,logistics,none,0.7463908338986259,-1.0,-1.0,-1.0,0.7463908338986259,-1.0,mixed,near_tie_low,1.5,balanced,0.0,-0.12677314399999995,,False,logistics,False,neutral_or_mixed,False
migration_052,2026210009,forcegen,forcegen,command,0.27871252104244576,0.711105604,0.43239308295755424,0.27871252104244576,0.7653238400291894,0.711105604,mixed,near_tie_low,1.5,balanced,0.0,-0.15470999900000004,7.0,True,logistics,False,neutral_or_mixed,False
migration_052,2026210010,forcegen,forcegen,logistics,0.2799868620339848,0.7271086102840358,0.447121748250051,0.2799868620339848,0.7271086102840358,0.765122306,mixed,near_tie_low,1.5,balanced,0.031697854000000025,-0.10762044599999998,7.0,True,logistics,True,dependency_gain,False
migration_052,2026210011,logistics,logistics,command,0.7549290874821863,0.781413782,0.026484694517813656,-1.0,0.7549290874821863,0.781413782,mixed,near_tie_low,1.5,balanced,0.033947569000000066,-0.11203227599999999,,False,logistics,True,dependency_gain,False
