factor_structure,factor_capacity_level,factor_capacity_level_index,factor_support_intensity,n,mean_delta_capability_h30,median_delta_capability_h30,delta_capability_h30_boot95_lo,delta_capability_h30_boot95_hi,delta_capability_h30_q10,delta_capability_h30_q90,mean_delta_q_feasible_h360,median_delta_q_feasible_h360,delta_q_feasible_h360_boot95_lo,delta_q_feasible_h360_boot95_hi,delta_q_feasible_h360_q10,delta_q_feasible_h360_q90,effective_seed_count,effective_seed_fraction,effective_seed_fraction_wilson95_lo,effective_seed_fraction_wilson95_hi,trap_seed_count,trap_seed_fraction,trap_seed_fraction_wilson95_lo,trap_seed_fraction_wilson95_hi,build_seed_count,build_seed_fraction,build_seed_fraction_wilson95_lo,build_seed_fraction_wilson95_hi,trap_fraction_among_effective,trap_among_effective_wilson95_lo,trap_among_effective_wilson95_hi,build_fraction_among_effective,build_among_effective_wilson95_lo,build_among_effective_wilson95_hi,phase_regime,robust_phase_regime
command_constrained,0.2,1,1.5,12,0.01834778883333329,0.020095476,0.013368864256249958,0.0229096161895833,0.0078409889999999,0.02719825499999999,-0.04311094874999999,-0.0468269485,-0.1618835661270833,0.08600998415416658,-0.21695902089999988,4.4647999999958296e-05,12,1.0,0.7575059933447592,1.0,8,0.6666666666666666,0.39062208887279953,0.8618799089087867,3,0.25,0.08894166839405471,0.5323053349335657,0.6666666666666666,0.39062208887279953,0.8618799089087867,0.25,0.08894166839405471,0.5323053349335657,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.2,1,2.0,12,0.01871965133333328,0.01472811249999995,0.01017286534791664,0.02838557573333325,0.0010194725999999755,0.0439713041999999,-0.11896612316666666,-0.058308771999999995,-0.28299772502708337,0.05071581922499984,-0.5395439163000001,0.10708019929999996,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.7,0.39677814746114537,0.8922087325936989,0.2,0.05668215145437519,0.5098375284633583,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.3,2,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,,,,,,,not_initially_effective,robust_not_initially_effective
command_constrained,0.3,2,0.25,12,0.003008824083333281,0.00146806349999995,0.0016305829833333058,0.004602917460416606,0.00084217019999999,0.0063576945999999,0.03156191766666667,-0.012635534,-0.013842334108333316,0.10320188457499986,-0.02038769519999991,0.12022550720000003,11,0.9166666666666666,0.646120088858883,0.9851349055950829,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,3,0.25,0.08894166839405471,0.5323053349335657,0.6363636363636364,0.35380117450784887,0.8483352890463243,0.2727272727272727,0.09746059290024889,0.5656453011761291,effective_autonomy_building,effective_autonomy_direction_uncertain
command_constrained,0.3,2,0.5,12,0.005432511999999962,0.00334894099999995,0.002516694631249967,0.009364153810416657,3.391100000060823e-06,0.00941299369999991,-0.04056269758333332,-0.019564086999999952,-0.1344250610083333,0.04152212785624998,-0.2114283414,0.17293517730000008,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,6,0.5,0.2537815976337061,0.7462184023662939,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.6,0.31267376973365824,0.8318196702937638,0.2,0.05668215145437519,0.5098375284633583,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.3,2,0.75,12,0.006048935416666641,0.0037297344999999,0.0030034275708333497,0.009590445931249959,0.0003481004000000002,0.014742041999999912,0.012918893000000013,-0.01343480749999995,-0.11966951394166665,0.14852782418749996,-0.24998706989999991,0.33101602350000003,11,0.9166666666666666,0.646120088858883,0.9851349055950829,6,0.5,0.2537815976337061,0.7462184023662939,3,0.25,0.08894166839405471,0.5323053349335657,0.5454545454545454,0.280091537409322,0.7872872837754024,0.2727272727272727,0.09746059290024889,0.5656453011761291,effective_autonomy_building,effective_autonomy_direction_uncertain
command_constrained,0.3,2,1.0,12,0.00553210849999997,0.00465897249999995,0.00020259964791663647,0.010532418979166645,6.147700000047609e-06,0.0181936517,-0.021091254333333323,-0.034094297999999953,-0.14545036961875002,0.10349638950416662,-0.3476109589999999,0.22045931569999994,11,0.9166666666666666,0.646120088858883,0.9851349055950829,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.6363636363636364,0.35380117450784887,0.8483352890463243,0.18181818181818182,0.05136768974608513,0.4769805619608442,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.3,2,1.5,12,0.013431947083333317,0.0082501224999999,0.005529202799999971,0.022834253983333302,-2.1102000000494664e-06,0.0361101075,0.0006721209166666865,-0.04720157649999995,-0.09369825263541666,0.10608971156249987,-0.22664522329999987,0.3114219321000001,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.7,0.39677814746114537,0.8922087325936989,0.2,0.05668215145437519,0.5098375284633583,effective_autonomy_building,effective_autonomy_direction_uncertain
command_constrained,0.3,2,2.0,12,0.013028250166666644,0.012171909,-7.627597083334085e-05,0.02654126877916661,-0.0008905452999999066,0.033928725099999994,-0.04731802033333332,-0.06289529249999995,-0.12681048664999997,0.03477597753124998,-0.23543051639999998,0.17162277170000004,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,6,0.5,0.2537815976337061,0.7462184023662939,3,0.25,0.08894166839405471,0.5323053349335657,0.6,0.31267376973365824,0.8318196702937638,0.3,0.10779126740630099,0.6032218525388546,effective_autonomy_trap,uncertain_or_mixed
command_constrained,0.4,3,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,,,,,,,not_initially_effective,robust_not_initially_effective
command_constrained,0.4,3,0.25,12,0.0013310791666666137,0.0013999044999999499,0.0010065603583332876,0.0016179437354166164,0.0007764389999999,0.0018012624,-0.04733458458333331,-0.011543157,-0.16096832558541668,0.04772829899791663,-0.3443417296,0.15883467499999998,12,1.0,0.7575059933447592,1.0,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,3,0.25,0.08894166839405471,0.5323053349335657,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.25,0.08894166839405471,0.5323053349335657,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.4,3,0.5,12,0.004245260249999975,0.00242816999999995,0.0006307579104166657,0.00928040147083329,1.304199999996314e-06,0.009224493699999902,-0.06621983308333332,-0.02220392949999995,-0.13493796127083332,-0.014460061681249968,-0.21837733769999998,0.0,11,0.9166666666666666,0.646120088858883,0.9851349055950829,9,0.75,0.46769466506643426,0.9110583316059453,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.8181818181818182,0.523019438039156,0.9486323102539149,0.09090909090909091,0.016232172885884855,0.37735843645159567,effective_autonomy_trap,robust_effective_autonomy_trap
command_constrained,0.4,3,0.75,12,-0.0024589391666667007,0.004439363499999949,-0.014734599862499998,0.00516055006874995,-0.015486477299999917,0.0065384484999999005,0.0020651335833333554,-0.030119578499999952,-0.13971005772083334,0.1452396754270833,-0.1885967480999999,0.41776490390000004,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,3,0.25,0.08894166839405471,0.5323053349335657,0.7,0.39677814746114537,0.8922087325936989,0.3,0.10779126740630099,0.6032218525388546,not_initially_effective,uncertain_or_mixed
command_constrained,0.4,3,1.0,12,0.005160729749999971,0.0049576949999999495,0.003085273122916634,0.00770801636041666,0.0011164547999999899,0.0081472859,-0.051759915416666635,-0.0376344255,-0.1367189105083333,0.046557023362499915,-0.2492625740999999,0.0020919710000000106,12,1.0,0.7575059933447592,1.0,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.8333333333333334,0.5519691377470266,0.9530348578161463,0.16666666666666666,0.04696514218385378,0.4480308622529734,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.4,3,1.5,12,0.015891216499999954,0.010526210000000001,0.008203979539583295,0.024797761902083288,0.0031918998,0.0392085959999999,0.02590672725000002,0.0,-0.053504828635416626,0.10077351283958332,-0.059871238599999904,0.1780649778,12,1.0,0.7575059933447592,1.0,5,0.4166666666666667,0.19326031365875665,0.6804886874504503,5,0.4166666666666667,0.19326031365875665,0.6804886874504503,0.4166666666666667,0.19326031365875665,0.6804886874504503,0.4166666666666667,0.19326031365875665,0.6804886874504503,effective_autonomy_building,effective_autonomy_direction_uncertain
command_constrained,0.4,3,2.0,12,0.014038104416666626,0.012005469999999949,0.008307880697916652,0.021103587685416633,0.00348387719999991,0.02455165569999991,-0.13387043583333333,-0.08726840799999995,-0.23811991218958334,-0.031330973112500014,-0.2949567432,0.10643764110000016,11,0.9166666666666666,0.646120088858883,0.9851349055950829,9,0.75,0.46769466506643426,0.9110583316059453,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.8181818181818182,0.523019438039156,0.9486323102539149,0.18181818181818182,0.05136768974608513,0.4769805619608442,effective_autonomy_trap,robust_effective_autonomy_trap
command_constrained,0.55,4,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,,,,,,,not_initially_effective,robust_not_initially_effective
command_constrained,0.55,4,0.25,12,-0.003331986750000005,0.00129948499999995,-0.011659741939583275,0.001294342168749954,-0.0030859151999998997,0.00179549999999999,0.03822147225000002,-0.0113939614999999,-0.01470903511874996,0.09768076873749994,-0.0259487359999999,0.19933186209999998,9,0.75,0.46769466506643426,0.9110583316059453,5,0.4166666666666667,0.19326031365875665,0.6804886874504503,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.5555555555555556,0.26665129349549305,0.8112214789023355,0.4444444444444444,0.18877852109766452,0.733348706504507,not_initially_effective,uncertain_or_mixed
command_constrained,0.55,4,0.5,12,-0.0031712462500000076,0.0025416764999999,-0.009138617633333316,0.002103631883333324,-0.016867623299999912,0.00506048979999991,-0.021748636333333318,-0.019370068999999948,-0.0909452592708333,0.04844828027916666,-0.1891083053,0.16617567800000005,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,5,0.4166666666666667,0.19326031365875665,0.6804886874504503,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.7142857142857143,0.35893445183261935,0.9177810759959433,0.14285714285714285,0.02567962434474355,0.5131278292743189,not_initially_effective,uncertain_or_mixed
command_constrained,0.55,4,0.75,12,0.00345983374999996,0.00504853549999995,-0.0008894668895833636,0.006650744231249962,0.00022568569999991433,0.0083706707,0.012595557833333352,-0.02010329949999995,-0.0676411590458333,0.09139856032083327,-0.19602831309999988,0.1785503222,11,0.9166666666666666,0.646120088858883,0.9851349055950829,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.6363636363636364,0.35380117450784887,0.8483352890463243,0.36363636363636365,0.15166471095367573,0.6461988254921511,effective_autonomy_building,uncertain_or_mixed
command_constrained,0.55,4,1.0,12,0.004958770749999967,0.007051132499999949,0.0008835066791666417,0.008072929287499975,-0.003167636999999999,0.00967622499999991,-0.029530852666666652,-0.03626352749999995,-0.12303367677291663,0.05567274849999998,-0.2157577266,0.16134801690000003,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,6,0.5,0.2537815976337061,0.7462184023662939,3,0.25,0.08894166839405471,0.5323053349335657,0.6,0.31267376973365824,0.8318196702937638,0.3,0.10779126740630099,0.6032218525388546,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.55,4,1.5,12,0.011397844333333275,0.0103027894999999,0.005422891097916641,0.01911532475208325,0.0033386403999999003,0.01488343069999999,0.0797129330833333,0.14051525199999992,-0.02093107562083336,0.16988966198333325,-0.2167292212,0.22018470739999998,11,0.9166666666666666,0.646120088858883,0.9851349055950829,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.36363636363636365,0.15166471095367573,0.6461988254921511,0.6363636363636364,0.35380117450784887,0.8483352890463243,effective_autonomy_building,effective_autonomy_direction_uncertain
command_constrained,0.55,4,2.0,12,0.01041193308333327,0.00981617599999995,0.006904799904166608,0.013727296864583271,0.0013504989999999905,0.01915107429999991,-0.007164356166666635,-0.0669192304999999,-0.08019699051249993,0.06771397387916667,-0.0776382806999999,0.17604936059999993,12,1.0,0.7575059933447592,1.0,8,0.6666666666666666,0.39062208887279953,0.8618799089087867,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.6666666666666666,0.39062208887279953,0.8618799089087867,0.3333333333333333,0.13812009109121315,0.6093779111272004,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.7,5,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,,,,,,,not_initially_effective,robust_not_initially_effective
command_constrained,0.7,5,0.25,12,-0.0002840179999999954,0.00103130599999995,-0.0022837888791666116,0.0013223890687499586,-0.004912996199999909,0.0024309730000000003,-0.041806108083333314,-0.01051806699999995,-0.11532097407083329,0.027345511416666628,-0.2343631009,0.10656607629999995,9,0.75,0.46769466506643426,0.9110583316059453,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.7777777777777778,0.45258896910698887,0.9367748928821533,0.2222222222222222,0.06322510711784671,0.5474110308930111,not_initially_effective,uncertain_or_mixed
command_constrained,0.7,5,0.5,12,0.003812097916666633,0.003105221,0.002742667318749967,0.005148649514583316,0.0020173897,0.007830657699999992,0.040886550833333375,-0.0158256634999999,-0.05937681030416662,0.1403889826354166,-0.18495711989999997,0.201526557,12,1.0,0.7575059933447592,1.0,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,5,0.4166666666666667,0.19326031365875665,0.6804886874504503,0.5833333333333334,0.31951131254954973,0.8067396863412435,0.4166666666666667,0.19326031365875665,0.6804886874504503,effective_autonomy_building,effective_autonomy_direction_uncertain
command_constrained,0.7,5,0.75,12,0.005003041416666641,0.00469270949999995,0.003696433324999975,0.006791952864583307,0.002776859,0.0058758517,-0.037094791583333286,-0.026544335000000002,-0.09838599492708325,0.028187291660416634,-0.20079329499999987,-0.0024090415999999813,12,1.0,0.7575059933447592,1.0,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.8333333333333334,0.5519691377470266,0.9530348578161463,0.08333333333333333,0.014865094404917095,0.35387991114111694,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.7,5,1.0,12,0.004644555749999975,0.005350993,0.002289594697916634,0.007025091162499973,4.200939999990301e-05,0.009821012999999901,-0.016479653749999986,-0.03262103349999995,-0.08538325090416661,0.05384459699583328,-0.1988717340999999,0.15727045359999997,11,0.9166666666666666,0.646120088858883,0.9851349055950829,6,0.5,0.2537815976337061,0.7462184023662939,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.5454545454545454,0.280091537409322,0.7872872837754024,0.36363636363636365,0.15166471095367573,0.6461988254921511,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.7,5,1.5,12,0.010262636999999962,0.0079401935,0.0024233943166666163,0.021290524383333315,0.0024999167999999,0.014337135800000001,-0.04163563324999996,-0.04566087649999995,-0.14410823555624994,0.055962935477083336,-0.2295172272999999,0.1476151008,11,0.9166666666666666,0.646120088858883,0.9851349055950829,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.6363636363636364,0.35380117450784887,0.8483352890463243,0.36363636363636365,0.15166471095367573,0.6461988254921511,effective_autonomy_trap,effective_autonomy_direction_uncertain
command_constrained,0.7,5,2.0,12,0.012469687083333311,0.01364859999999995,0.006388313672916651,0.017042237133333308,0.0074722424999999005,0.01982417239999999,-0.09190736124999997,-0.07548690849999995,-0.18516173478749995,-0.0030013834125000314,-0.24523026389999988,0.10049251999999997,11,0.9166666666666666,0.646120088858883,0.9851349055950829,9,0.75,0.46769466506643426,0.9110583316059453,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.8181818181818182,0.523019438039156,0.9486323102539149,0.18181818181818182,0.05136768974608513,0.4769805619608442,effective_autonomy_trap,robust_effective_autonomy_trap
forcegen_constrained,0.1,1,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,,,,,,,not_initially_effective,robust_not_initially_effective
forcegen_constrained,0.1,1,0.25,12,0.0028205342499999704,0.0018166405000000002,0.0002964468020833163,0.005410676945833274,0.00012508440000003334,0.009829828199999911,-0.022322434749999943,-0.0143987264999999,-0.03484651417499993,-0.012905302677083296,-0.045734322099999995,-0.00999362149999999,11,0.9166666666666666,0.646120088858883,0.9851349055950829,11,0.9166666666666666,0.646120088858883,0.9851349055950829,0,0.0,2.7755575615628914e-17,0.24249400665524085,1.0,0.7411670330319684,1.0,0.0,0.0,0.2588329669680317,effective_autonomy_trap,robust_effective_autonomy_trap
forcegen_constrained,0.1,1,0.5,12,0.005957193999999965,0.00433087049999995,-0.001457452460416651,0.012919887362499964,0.00184667029999991,0.01721244019999999,-0.015876217583333314,-0.0191021834999999,-0.10742941033541666,0.0704850739687499,-0.19761758469999996,0.18967810779999994,11,0.9166666666666666,0.646120088858883,0.9851349055950829,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.6363636363636364,0.35380117450784887,0.8483352890463243,0.36363636363636365,0.15166471095367573,0.6461988254921511,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.1,1,0.75,12,0.0013056935833333134,0.00325404799999995,-0.0027190572333333396,0.004692672795833305,-0.007224490699999899,0.0050079935999999894,-0.01517851799999998,-0.03012487149999995,-0.09347739644791664,0.06598486151250002,-0.2049107184,0.204994634,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.7,0.39677814746114537,0.8922087325936989,0.2,0.05668215145437519,0.5098375284633583,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.1,1,1.0,12,0.004562870416666626,0.0054583479999999,-0.0006498966916666931,0.009064455641666599,-7.110899999973606e-06,0.013598921699999902,-0.033857825749999945,-0.03539771199999995,-0.08133344439166658,0.012988058935416661,-0.1136722881999999,0.0,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,6,0.5,0.2537815976337061,0.7462184023662939,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.6,0.31267376973365824,0.8318196702937638,0.1,0.017876213095072896,0.4041500267952385,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.1,1,1.5,12,0.0090964935833333,0.008654054,0.0058747065249999675,0.012310436799999956,0.0005477835999999843,0.01616437609999991,-0.043625062416666645,-0.04500915949999995,-0.11638547402499996,0.02740284036875,-0.22074670349999997,0.05522852340000002,12,1.0,0.7575059933447592,1.0,8,0.6666666666666666,0.39062208887279953,0.8618799089087867,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.6666666666666666,0.39062208887279953,0.8618799089087867,0.16666666666666666,0.04696514218385378,0.4480308622529734,effective_autonomy_trap,effective_autonomy_direction_uncertain
forcegen_constrained,0.1,1,2.0,12,0.012724955999999973,0.011405212500000001,0.005697223306249997,0.020494802524999963,-0.003270866299999913,0.028512802400000006,-0.10608904941666664,-0.0702230385,-0.1805859671916666,-0.05112547412291665,-0.2474307978,-0.03490111099999999,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,9,0.75,0.46769466506643426,0.9110583316059453,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9,0.5958499732047615,0.9821237869049271,0.0,0.0,0.2775327998628892,effective_autonomy_trap,robust_effective_autonomy_trap
forcegen_constrained,0.15,2,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,,,,,,,not_initially_effective,robust_not_initially_effective
forcegen_constrained,0.15,2,0.25,12,0.002820553166666632,0.0018166554999999,0.00021736486666663887,0.005412121764583307,0.00012510539999997295,0.009829848400000002,-0.02232243483333328,-0.0143987264999999,-0.03517819355208328,-0.01297218967916659,-0.0457343222,-0.00999362149999999,11,0.9166666666666666,0.646120088858883,0.9851349055950829,11,0.9166666666666666,0.646120088858883,0.9851349055950829,0,0.0,2.7755575615628914e-17,0.24249400665524085,1.0,0.7411670330319684,1.0,0.0,0.0,0.2588329669680317,effective_autonomy_trap,robust_effective_autonomy_trap
forcegen_constrained,0.15,2,0.5,12,0.005957229083333317,0.00433090099999995,-0.0012258132895833168,0.012882810437499982,0.00184671419999991,0.017212465400000092,-0.01587621749999997,-0.0191021834999999,-0.11162703991250002,0.06974095508125,-0.19761758469999996,0.18967810779999994,11,0.9166666666666666,0.646120088858883,0.9851349055950829,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.6363636363636364,0.35380117450784887,0.8483352890463243,0.36363636363636365,0.15166471095367573,0.6461988254921511,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.15,2,0.75,12,0.0013057398333333095,0.0032540929999999,-0.0027820887562499895,0.004667649181249937,-0.007224460699999902,0.00500804099999999,-0.015178517999999983,-0.03012487149999995,-0.09330749659791666,0.06476352782916664,-0.2049107184,0.20499463410000002,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.7,0.39677814746114537,0.8922087325936989,0.2,0.05668215145437519,0.5098375284633583,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.15,2,1.0,12,0.004562927583333302,0.0054583965000000005,-0.0006186364604166975,0.009096215381249958,-7.048399999987074e-06,0.013598973399999912,-0.03385782549999995,-0.0353977115,-0.08004974044999992,0.013970933254166712,-0.1136722881999999,0.0,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,6,0.5,0.2537815976337061,0.7462184023662939,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.6,0.31267376973365824,0.8318196702937638,0.1,0.017876213095072896,0.4041500267952385,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.15,2,1.5,12,0.009096570166666615,0.0086541539999999,0.0058376525020833155,0.012310707277083277,0.0005478653000000208,0.01616445959999999,-0.0436250623333333,-0.045009158999999896,-0.11581285495416663,0.02662206636458331,-0.22074670349999997,0.05522852340000002,12,1.0,0.7575059933447592,1.0,8,0.6666666666666666,0.39062208887279953,0.8618799089087867,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.6666666666666666,0.39062208887279953,0.8618799089087867,0.16666666666666666,0.04696514218385378,0.4480308622529734,effective_autonomy_trap,effective_autonomy_direction_uncertain
forcegen_constrained,0.15,2,2.0,12,0.012725055916666644,0.0114053419999999,0.005803802010416686,0.020557453214583295,-0.0032707703999999057,0.028512880499999914,-0.10608904941666664,-0.0702230385,-0.18116558933958332,-0.05200308698749998,-0.2474307978,-0.03490111099999999,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,9,0.75,0.46769466506643426,0.9110583316059453,0,0.0,2.7755575615628914e-17,0.24249400665524085,0.9,0.5958499732047615,0.9821237869049271,0.0,0.0,0.2775327998628892,effective_autonomy_trap,robust_effective_autonomy_trap
forcegen_constrained,0.25,3,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,0,0.0,2.7755575615628914e-17,0.24249400665524085,,,,,,,not_initially_effective,robust_not_initially_effective
forcegen_constrained,0.25,3,0.25,12,0.002820586749999987,0.001816683,0.00029447573333333973,0.0054443436083333,0.00012514430000003845,0.009829883900000001,-0.022322434999999943,-0.0143987274999999,-0.0348564601833333,-0.013068321937499926,-0.045734323099999995,-0.00999362149999999,11,0.9166666666666666,0.646120088858883,0.9851349055950829,11,0.9166666666666666,0.646120088858883,0.9851349055950829,0,0.0,2.7755575615628914e-17,0.24249400665524085,1.0,0.7411670330319684,1.0,0.0,0.0,0.2588329669680317,effective_autonomy_trap,robust_effective_autonomy_trap
forcegen_constrained,0.25,3,0.5,12,0.0059572915833332836,0.00433095549999995,-0.0011757900041666914,0.013057599993749924,0.0018467912,0.017212510699999902,-0.01587621766666664,-0.0191021834999999,-0.10958025948749998,0.0696464096875,-0.19761758469999996,0.18967810779999994,11,0.9166666666666666,0.646120088858883,0.9851349055950829,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,4,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.6363636363636364,0.35380117450784887,0.8483352890463243,0.36363636363636365,0.15166471095367573,0.6461988254921511,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.25,3,0.75,12,0.0013058187499999556,0.0032541714999999,-0.002672826141666682,0.004676475104166586,-0.007224409799999906,0.0050081131999999,-0.015178517999999997,-0.03012487199999995,-0.09499979166458333,0.06682035324791664,-0.2049107184,0.20499463410000002,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,7,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.7,0.39677814746114537,0.8922087325936989,0.2,0.05668215145437519,0.5098375284633583,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.25,3,1.0,12,0.004563023583333286,0.0054584824999999,-0.0008203821833333609,0.009033352131249936,-6.939600000066547e-06,0.01359906139999999,-0.03385782566666661,-0.03539771199999995,-0.0797729772187499,0.0137709350541667,-0.1136722881999999,0.0,10,0.8333333333333334,0.5519691377470266,0.9530348578161463,6,0.5,0.2537815976337061,0.7462184023662939,1,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.6,0.31267376973365824,0.8318196702937638,0.1,0.017876213095072896,0.4041500267952385,effective_autonomy_trap,uncertain_or_mixed
forcegen_constrained,0.25,3,1.5,12,0.009096642166666627,0.0086542485,0.0059179388062499515,0.012310447364583291,0.0005479216999999708,0.016164564,-0.0436250623333333,-0.045009158999999896,-0.11656263183749996,0.025685311175000006,-0.22074670349999997,0.05522852340000002,12,1.0,0.7575059933447592,1.0,8,0.6666666666666666,0.39062208887279953,0.8618799089087867,2,0.16666666666666666,0.04696514218385378,0.4480308622529734,0.6666666666666666,0.39062208887279953,0.8618799089087867,0.16666666666666666,0.04696514218385378,0.4480308622529734,effective_autonomy_trap,effective_autonomy_direction_uncertain
