cell_id,scenario,mode,seed,source_cell_id,source_structure,source_capacity,source_intensity,delta_capability_h7,delta_q_h7,bottleneck_on_h7,bottleneck_off_h7,logistics_demand_on_h7,logistics_demand_off_h7,logistics_indigenous_on_h7,logistics_indigenous_off_h7,delta_capability_h30,delta_q_h30,bottleneck_on_h30,bottleneck_off_h30,logistics_demand_on_h30,logistics_demand_off_h30,logistics_indigenous_on_h30,logistics_indigenous_off_h30,delta_capability_h90,delta_q_h90,bottleneck_on_h90,bottleneck_off_h90,logistics_demand_on_h90,logistics_demand_off_h90,logistics_indigenous_on_h90,logistics_indigenous_off_h90,delta_capability_h180,delta_q_h180,bottleneck_on_h180,bottleneck_off_h180,logistics_demand_on_h180,logistics_demand_off_h180,logistics_indigenous_on_h180,logistics_indigenous_off_h180,delta_capability_h360,delta_q_h360,bottleneck_on_h360,bottleneck_off_h360,logistics_demand_on_h360,logistics_demand_off_h360,logistics_indigenous_on_h360,logistics_indigenous_off_h360
ablation_m2_demand_clamped,M2,demand_clamped,2026240004,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,forcegen,forcegen,277154.083716443,277154.083716443,196354.591067104,196354.591067104,0.0,0.0,forcegen,forcegen,277154.083716443,277154.083716443,196354.591067104,196354.591067104,0.0,0.0,forcegen,forcegen,277154.083716443,277154.083716443,196354.591067104,196354.591067104,0.0,0.0,forcegen,forcegen,277154.083716443,277154.083716443,196354.591067104,196354.591067104,0.0,0.0,forcegen,forcegen,277154.083716443,277154.083716443,196354.591067104,196354.591067104
ablation_m2_demand_clamped,M2,demand_clamped,2026240005,phase_110,balanced_capacity,0.4,1.0,0.032499532,0.0,forcegen,forcegen,340820.582345974,340820.582345974,257992.808821493,257992.808821493,-0.009372627000000078,0.0,forcegen,forcegen,340820.582345974,340820.582345974,257992.808821493,257992.808821493,-0.504487504,0.0,forcegen,forcegen,340820.582345974,340820.582345974,257992.808821493,257992.808821493,-0.721910315,0.0,forcegen,forcegen,340820.582345974,340820.582345974,257992.808821493,257992.808821493,-0.1264336060000001,0.0,forcegen,forcegen,340820.582345974,340820.582345974,257992.808821493,257992.808821493
ablation_m2_demand_clamped,M2,demand_clamped,2026240006,phase_110,balanced_capacity,0.4,1.0,0.03109361799999999,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.0023945199999999556,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.706604746,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.653629613,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.464596557,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845
ablation_m2_demand_clamped,M2,demand_clamped,2026240007,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604
ablation_m2_demand_clamped,M2,demand_clamped,2026240008,phase_110,balanced_capacity,0.4,1.0,0.027486447999999997,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,0.08316610499999999,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,-0.728054678,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,-0.696669477,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,-0.621639439,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608
ablation_m2_demand_clamped,M2,demand_clamped,2026240009,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376
ablation_m2_demand_clamped,M2,demand_clamped,2026240010,phase_110,balanced_capacity,0.4,1.0,0.033806117999999996,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.23320036,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.765663868,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.735124878,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.661262738,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291
ablation_m2_demand_clamped,M2,demand_clamped,2026240011,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564
ablation_m3_normal,M3,normal,2026240000,phase_021,forcegen_constrained,0.25,2.0,0.0022687459999999326,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.01603871400000001,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.03797057600000009,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.06672989799999995,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.116819232,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295
ablation_m3_normal,M3,normal,2026240001,phase_021,forcegen_constrained,0.25,2.0,1.53010000000231e-05,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.031491773000000056,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.024808928000000008,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.027766881999999993,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.02738943100000002,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782
ablation_m1_normal,M1,normal,2026240004,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575
ablation_m3_normal,M3,normal,2026240002,phase_021,forcegen_constrained,0.25,2.0,0.0031960540000000037,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.011301690000000031,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,-0.015667286000000002,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.028880535999999957,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.03545637199999996,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887
ablation_m3_normal,M3,normal,2026240003,phase_021,forcegen_constrained,0.25,2.0,0.003538984999999939,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.013121411000000083,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.012579344000000048,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.004584745999999917,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,-0.0004436030000000146,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151
ablation_m3_normal,M3,normal,2026240004,phase_021,forcegen_constrained,0.25,2.0,0.007331203000000008,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.02416489299999991,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.05706918000000005,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.07464536799999999,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.10727341700000004,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682
ablation_m3_normal,M3,normal,2026240005,phase_021,forcegen_constrained,0.25,2.0,0.002363172999999996,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.008511060999999986,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.019316746999999967,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.013704206999999968,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.009626932999999949,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755
ablation_m3_normal,M3,normal,2026240006,phase_021,forcegen_constrained,0.25,2.0,1.2750000000227857e-06,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.0009994719999999457,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.022576449,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.022371628000000032,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.011353908000000024,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492
ablation_m3_normal,M3,normal,2026240007,phase_021,forcegen_constrained,0.25,2.0,0.004508098999999932,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.01845702699999996,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.05511945699999998,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.006033937999999961,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.03731468299999996,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466
ablation_m3_normal,M3,normal,2026240008,phase_021,forcegen_constrained,0.25,2.0,0.0054198260000000165,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.009588887999999907,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.04876531500000003,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.04086415900000001,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.040286088,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109
ablation_m3_normal,M3,normal,2026240009,phase_021,forcegen_constrained,0.25,2.0,0.0008401920000000729,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.00950491099999995,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.009037459999999942,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.08344071100000006,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.017853685999999924,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674
ablation_m3_normal,M3,normal,2026240010,phase_021,forcegen_constrained,0.25,2.0,0.004401431000000011,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.01752324400000005,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.010901249000000002,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.022163532999999958,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,-0.14708077099999994,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557
ablation_m3_normal,M3,normal,2026240011,phase_021,forcegen_constrained,0.25,2.0,0.00651352500000002,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.01539464800000001,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.04501556200000001,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.05124713599999997,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.014257977999999949,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747
ablation_m1_normal,M1,normal,2026240005,phase_054,logistics_constrained,0.4,1.0,0.03265103899999999,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.07925465600000003,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.09083385600000005,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.091923431,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872,0.09819138999999999,0.0,logistics,logistics,310622.695455461,310622.695455461,257250.42573872,257250.42573872
ablation_m3_demand_clamped,M3,demand_clamped,2026240000,phase_021,forcegen_constrained,0.25,2.0,0.0022693769999999613,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.020514734000000034,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.04679583500000006,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.05355122000000001,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.10640271800000001,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295
ablation_m3_demand_clamped,M3,demand_clamped,2026240001,phase_021,forcegen_constrained,0.25,2.0,1.627500000001003e-05,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.025859362000000052,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.03948373399999994,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.008621627999999992,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.010233377000000043,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782
ablation_m3_demand_clamped,M3,demand_clamped,2026240002,phase_021,forcegen_constrained,0.25,2.0,0.0031960540000000037,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.012712172999999938,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,-0.012583020999999972,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.04465215099999997,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,-0.017002177000000063,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887
ablation_m3_demand_clamped,M3,demand_clamped,2026240003,phase_021,forcegen_constrained,0.25,2.0,0.004386904999999941,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.01732770100000003,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.03320497100000008,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,-0.0436302930000001,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.05058082399999997,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151
ablation_m3_demand_clamped,M3,demand_clamped,2026240004,phase_021,forcegen_constrained,0.25,2.0,0.008124840999999994,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.02782072499999999,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.05391014500000002,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.048538366999999916,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.09176810700000004,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682
ablation_m3_demand_clamped,M3,demand_clamped,2026240005,phase_021,forcegen_constrained,0.25,2.0,0.002363172999999996,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.010063775999999969,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.05763122499999995,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.036542945999999965,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.03593362599999994,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755
ablation_m3_demand_clamped,M3,demand_clamped,2026240006,phase_021,forcegen_constrained,0.25,2.0,1.2750000000227857e-06,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.001910030000000007,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.01771500199999998,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.016529615000000053,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.005618055999999982,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492
ablation_m3_demand_clamped,M3,demand_clamped,2026240007,phase_021,forcegen_constrained,0.25,2.0,0.004508098999999932,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.019129733999999954,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.04502687599999999,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,-0.002744560000000007,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.03589281,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466
ablation_m3_demand_clamped,M3,demand_clamped,2026240008,phase_021,forcegen_constrained,0.25,2.0,0.0054198260000000165,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.005626204999999995,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.07071970000000005,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.05639420899999997,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.398385803,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109
ablation_m3_demand_clamped,M3,demand_clamped,2026240009,phase_021,forcegen_constrained,0.25,2.0,0.0008401920000000729,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.010828018999999967,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.012756438000000037,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.10787113200000009,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.09222945999999999,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674
ablation_m1_normal,M1,normal,2026240006,phase_054,logistics_constrained,0.4,1.0,0.10041468499999995,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.871524666,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.83180804,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.76534699,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031,0.549626813,0.0,logistics,logistics,307347.870331561,307347.870331561,232934.385218031,232934.385218031
ablation_m3_demand_clamped,M3,demand_clamped,2026240010,phase_021,forcegen_constrained,0.25,2.0,0.004857250000000035,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.019306232000000034,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,-0.015676263999999995,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.003223630000000033,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.011219500000000049,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557
ablation_m3_demand_clamped,M3,demand_clamped,2026240011,phase_021,forcegen_constrained,0.25,2.0,0.00651352500000002,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.016448942000000022,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.04521490700000008,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.020581279999999924,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747,0.014568324999999938,0.0,logistics,logistics,985419.866158893,985419.866158893,799489.243866747,799489.243866747
ablation_m4_normal,M4,normal,2026240000,phase_091,command_constrained,0.4,2.0,0.0026581219999999295,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.007573344999999954,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.09251121200000001,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,-0.07643540000000004,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832,0.163703983,0.0,command,command,858325.980860607,858325.980860607,812146.245983832,812146.245983832
ablation_m4_normal,M4,normal,2026240001,phase_091,command_constrained,0.4,2.0,0.00407213900000003,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.014496177000000054,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.03604666999999995,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.026823847999999928,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883,0.0028296829999999717,0.0,command,command,928804.271468901,928804.271468901,857803.55451883,857803.55451883
ablation_m4_normal,M4,normal,2026240002,phase_091,command_constrained,0.4,2.0,-0.002089263000000008,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.010757632000000017,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.042661144999999956,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.00395880500000001,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951,0.016439082999999965,0.0,command,command,921240.003338676,921240.003338676,835026.678159951,835026.678159951
ablation_m4_normal,M4,normal,2026240003,phase_091,command_constrained,0.4,2.0,0.0043166370000000676,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.01348108299999995,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.030478358999999955,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.045641754000000034,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077,0.04425374099999996,0.0,command,command,921361.99411021,921361.99411021,835501.446502077,835501.446502077
ablation_m4_normal,M4,normal,2026240004,phase_091,command_constrained,0.4,2.0,0.008834310000000012,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.02757685600000004,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.04695792200000004,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.0525398210000001,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307,0.055030304999999946,0.0,command,command,888785.975319612,888785.975319612,714274.387596307,714274.387596307
ablation_m4_normal,M4,normal,2026240005,phase_091,command_constrained,0.4,2.0,0.002334090999999927,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.013748501999999996,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.03234669400000001,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,0.0033458800000000233,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397,-0.002370083999999939,0.0,command,command,878579.688259887,878579.688259887,862711.2066397,862711.2066397
ablation_m4_normal,M4,normal,2026240006,phase_091,command_constrained,0.4,2.0,6.468000000037222e-06,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.013030779000000048,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,0.017514311999999976,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.02025144099999998,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517,-0.16293737900000005,0.0,command,command,981250.501069475,981250.501069475,906301.222970517,906301.222970517
ablation_m4_normal,M4,normal,2026240007,phase_091,command_constrained,0.4,2.0,0.003071550000000034,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.00793079699999999,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.015291272000000022,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.009325649999999963,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692,0.0036462329999999987,0.0,command,command,930206.116481608,930206.116481608,934689.028443692,934689.028443692
ablation_m1_normal,M1,normal,2026240007,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691,0.0,0.0,logistics,logistics,286155.780124114,286155.780124114,247520.508722691,247520.508722691
ablation_m4_normal,M4,normal,2026240008,phase_091,command_constrained,0.4,2.0,6.483899999998322e-05,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.025246298999999972,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.0005971270000000306,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.026960753000000004,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393,0.07839811800000007,0.0,command,command,921972.244777074,921972.244777074,881882.388105393,881882.388105393
ablation_m4_normal,M4,normal,2026240009,phase_091,command_constrained,0.4,2.0,0.0028097159999999066,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.014909668000000043,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.029330929000000006,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.019077357000000017,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514,0.013997140999999935,0.0,command,command,925437.529366046,925437.529366046,829070.331352514,829070.331352514
ablation_m4_normal,M4,normal,2026240010,phase_091,command_constrained,0.4,2.0,0.0009185520000000169,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.008877424999999994,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,0.004035131999999941,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.030361835000000004,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955,-0.04469248199999998,0.0,command,command,954033.805045245,954033.805045245,1014202.538677955,1014202.538677955
