scenario,seed,days_from_withdrawal,demand_on,demand_off,relative_error
M2,2026240011,301.0,29519.027647043,29541.881307566,0.0007736020697215065
M2,2026240011,308.0,29727.024797811,29541.881307529,0.006267153007442728
M2,2026240011,315.0,29427.111417221,29541.881307507,0.0038849892155255077
M2,2026240011,322.0,29462.636576708,29541.881307495,0.002682453766642732
M2,2026240011,329.0,29381.047862469,29541.881307487,0.0054442519534881415
M2,2026240011,336.0,29638.028988622,29541.881307483,0.0032546228230443722
M2,2026240011,343.0,29631.017571415,29541.88130748,0.003017284613909528
M2,2026240011,350.0,29684.209256197,29541.881307479,0.0048178363197865955
M2,2026240011,357.0,29523.676720168,29541.881307479,0.0006162297898878662
M2,2026240011,360.0,12561.353410568,12660.806274634,0.00785517619563103
M3,2026240000,7.0,87781.50791217,88254.260595978,0.005356712306188118
M3,2026240000,14.0,89113.903273953,88724.777322666,0.004385764191572444
M3,2026240000,21.0,84363.563795554,84391.128560633,0.00032663107543585615
M3,2026240000,28.0,83823.6731467,83398.78957743,0.005094601149762895
M3,2026240000,30.0,23555.701547169,23699.356428284,0.006061551989806669
M3,2026240000,35.0,58904.7819781,59062.905963107,0.0026772130904931814
M3,2026240000,42.0,84733.940609267,85135.075578186,0.00471174737550585
M3,2026240000,49.0,87287.445809696,87847.96513788,0.006380561317547333
M3,2026240000,56.0,84058.2271186,84401.276529387,0.00406450500387349
M3,2026240000,63.0,81596.071679822,81817.0430494,0.00270079877421858
M3,2026240000,70.0,81399.200497538,81685.88782059,0.003509630986464424
M3,2026240000,77.0,79795.493859331,80330.123739133,0.006655409638583111
M3,2026240000,84.0,79044.065828531,78478.389671391,0.007208050005977804
M3,2026240000,90.0,66024.516368562,66086.352243188,0.0009356829742765059
M3,2026240000,91.0,10897.991832904,10926.176462209,0.0025795509895418663
M3,2026240000,98.0,75378.032097222,75908.634467208,0.006990013372131083
M3,2026240000,105.0,75373.574466813,75119.034888249,0.0033884830781261465
M3,2026240000,112.0,74469.557281732,74580.285418887,0.0014846837409253125
M3,2026240000,119.0,73861.020240183,74226.530750658,0.0049242569574323835
M3,2026240000,126.0,73455.819522164,74000.589044517,0.007361691702552094
M3,2026240000,133.0,74395.693508755,73858.798826606,0.007269204085073625
M3,2026240000,140.0,73710.923324789,73770.652131812,0.0008096554022091476
M3,2026240000,147.0,73216.145637548,73716.03492238,0.006781282869573205
M3,2026240000,154.0,73841.153129804,73682.155776106,0.002157881403214467
M3,2026240000,161.0,73433.435130193,73661.049832349,0.003090027941144594
