scenario,seed,days_from_withdrawal,demand_on,demand_off,relative_error
M1,2026240011,217.0,28186.57571477,28474.767758932,0.010120962060229687
M1,2026240011,224.0,28131.658328845,28474.76774703,0.012049594968892746
M1,2026240011,231.0,28102.663565281,28474.767740233,0.013067856368367908
M1,2026240011,238.0,28086.7359704,28474.767736352,0.013627214435769534
M1,2026240011,245.0,28077.758388288,28474.767734135,0.013942496372712216
M1,2026240011,252.0,28072.613869265,28474.76773287,0.014123165722639915
M1,2026240011,259.0,28069.634332624,28474.767732146,0.014227803483174128
M1,2026240011,266.0,28067.896733389,28474.767731733,0.014288825888843856
M1,2026240011,273.0,28066.878813145,28474.767731498,0.01432457402986313
M1,2026240011,280.0,28066.280711017,28474.767731363,0.014345578661071253
M1,2026240011,287.0,28065.928582863,28474.767731286,0.014357944980664238
M1,2026240011,294.0,28065.720993733,28474.767731242,0.014365235262663752
M1,2026240011,301.0,28065.598504599,28474.767731217,0.014369536934604372
M1,2026240011,308.0,28065.526185476,28474.767731202,0.014372076695732339
M1,2026240011,315.0,28065.483469882,28474.767731194,0.014373576816348464
M1,2026240011,322.0,28065.458232741,28474.76773119,0.01437446311460733
M1,2026240011,329.0,28065.443319378,28474.767731187,0.014374986854087238
M1,2026240011,336.0,28065.434505506,28474.767731185,0.014375296386727136
M1,2026240011,343.0,28065.429296013,28474.767731185,0.014375479337929719
M1,2026240011,350.0,28065.426216726,28474.767731185,0.014375587478829449
M1,2026240011,357.0,28065.424396515,28474.767731185,0.014375651402476305
M1,2026240011,360.0,12028.038666767,12203.471884794,0.014375680927785475
M2,2026240000,7.0,27519.902046659,27730.929320749,0.007609816160474071
M2,2026240000,14.0,26308.978686343,26368.152981442,0.0022441577588177856
M2,2026240000,21.0,26137.374442776,26030.19334,0.004117568447380488
M2,2026240000,28.0,26049.866371839,25916.540937545,0.00514441470469752
M2,2026240000,30.0,7364.096774184,7394.215665165,0.00407330436991355
M2,2026240000,35.0,18374.743848823,18473.136611242,0.005326261830333795
M2,2026240000,42.0,25768.931090974,25842.994687667,0.0028659061222631355
M2,2026240000,49.0,26032.761113544,25830.100948243,0.007845891338445652
M2,2026240000,56.0,25906.596036153,25823.038318278,0.0032357818179690767
M2,2026240000,63.0,25748.688106508,25819.097358041,0.0027270221943320417
M2,2026240000,70.0,25981.02000041,25816.874946516,0.006358052794308174
M2,2026240000,77.0,25787.499057745,25815.613823794,0.0010890605290618971
M2,2026240000,84.0,26020.058938203,25814.895482376,0.007947483497156441
M2,2026240000,90.0,22170.459531673,22126.719177988,0.001976811534197681
M2,2026240000,91.0,3708.328358456,3687.766182458,0.005575780833343035
M2,2026240000,98.0,26021.569993462,26034.01909076,0.00047818576358117724
M2,2026240000,105.0,25823.842035662,25840.803301861,0.0006563753456448467
M2,2026240000,112.0,26036.772972654,25815.801907306,0.00855952746079384
M2,2026240000,119.0,25822.578003478,25814.109225234,0.0003280678085813234
M2,2026240000,126.0,26037.030446345,25813.977904833,0.008640765957665207
M2,2026240000,133.0,25823.63393109,25813.956640534,0.0003748859847700983
M2,2026240000,140.0,26036.968769382,25813.947923213,0.008639548155609779
M2,2026240000,147.0,25822.664569608,25813.94315025,0.00033785692124745423
M2,2026240000,154.0,26037.163959766,25813.94042916,0.008647402407183096
M2,2026240000,161.0,25823.74124316,25813.938870579,0.0003797317654676149
M2,2026240000,168.0,25593.899723959,25813.937977378,0.00852400953360272
M2,2026240000,175.0,25841.169235497,25813.937465464,0.0010549250795013935
M2,2026240000,180.0,18378.059400965,18438.526572853,0.0032793928326693847
M2,2026240000,182.0,7350.744929248,7375.410599215,0.00334431142987829
M2,2026240000,189.0,25831.790851337,26020.512234866,0.0072527927899945915
M2,2026240000,196.0,26043.46442615,25852.914652979,0.007370533486406785
M2,2026240000,203.0,25825.519550969,25816.542596939,0.00034772100083847317
M2,2026240000,210.0,26037.316668112,25814.104650234,0.008646901409225338
M2,2026240000,217.0,25822.795987893,25813.947584378,0.00034277607042008576
M2,2026240000,224.0,26018.915517089,25813.937484646,0.007940595368874636
M2,2026240000,231.0,25815.862780028,25813.936830624,7.460889893078077e-05
M2,2026240000,238.0,26032.16375499,25813.936785581,0.008453843023699318
M2,2026240000,245.0,25820.806007188,25813.93678095,0.0002661053328010165
M2,2026240000,252.0,26036.677241968,25813.936779656,0.008628690161182248
M2,2026240000,259.0,25823.690177416,25813.936779002,0.0003778345975470454
M2,2026240000,266.0,25586.580653642,25813.936778636,0.008807495228010567
M2,2026240000,273.0,25833.833505524,25813.936778425,0.0007707746117837072
M2,2026240000,280.0,26030.606693224,26001.542606645,0.0011177831645869235
M2,2026240000,287.0,25819.970218887,25870.551909743,0.0019551840653601045
M2,2026240000,294.0,26042.988094131,25817.78843664,0.008722654848755472
M2,2026240000,301.0,25826.305505665,25814.185177701,0.00046952200429976437
M2,2026240000,308.0,26020.318308681,25813.952737444,0.007994342181376124
M2,2026240000,315.0,25815.938712915,25813.93780326,7.751276346336208e-05
M2,2026240000,322.0,26025.645016077,25813.936843992,0.00820131285531806
M2,2026240000,329.0,25817.396835747,25813.936782374,0.00013403819038417276
M2,2026240000,336.0,26036.09495963,25813.936778415,0.008606133311706378
M2,2026240000,343.0,25823.133508856,25813.936778159,0.00035626997834678644
M2,2026240000,350.0,26037.924086028,25813.936778142,0.00867699141789414
M2,2026240000,357.0,25823.82887943,25813.936778141,0.00038320777547480524
M2,2026240000,360.0,10991.980532609,11063.115762061,0.006429945322993373
M2,2026240001,7.0,29317.273975895,29144.062932809,0.005943270280651515
M2,2026240001,14.0,27856.407406527,27761.100837333,0.0034330976193073484
M2,2026240001,21.0,27394.679058788,27417.741909424,0.000841165210183617
M2,2026240001,28.0,27118.294932418,27307.925513913,0.006944159174536532
M2,2026240001,30.0,7855.899121974,7792.27802933,0.00816463329523551
M2,2026240001,35.0,19526.556246825,19468.759238846,0.0029687052610767816
M2,2026240001,42.0,27349.434634072,27237.1398891,0.0041228537735322375
M2,2026240001,49.0,27129.394603528,27223.899971677,0.003471411820030319
M2,2026240001,56.0,27331.23856831,27216.297042884,0.00422326098384685
M2,2026240001,63.0,27241.476036891,27211.864559485,0.0010881825955465158
M2,2026240001,70.0,27077.223713858,27209.263762272,0.004852760793810448
M2,2026240001,77.0,27017.334644921,27207.733509434,0.0069979685903268024
M2,2026240001,84.0,26989.56533967,27206.832073453,0.007985741713567468
M2,2026240001,90.0,23122.047095877,23319.709462779,0.008476193377001258
M2,2026240001,91.0,3852.965683518,3886.591325912,0.008651705202401116
M2,2026240001,98.0,26966.82339725,27205.987594703,0.008790866224594185
M2,2026240001,105.0,26962.038337596,27205.802949384,0.008960022692273409
M2,2026240001,112.0,26959.188611771,27205.694086783,0.00906080448547571
M2,2026240001,119.0,26957.475141319,27205.629903062,0.009121448855520551
M2,2026240001,126.0,26956.439896834,27205.592061158,0.009158123218340872
M2,2026240001,133.0,26955.812894861,27205.569750034,0.009180357458703395
M2,2026240001,140.0,26955.432675033,27205.55659567,0.009193854195095217
M2,2026240001,147.0,26955.20195938,27205.548840023,0.009202052203214715
M2,2026240001,154.0,26955.061916371,27205.544267394,0.009207033263554525
M2,2026240001,161.0,26954.97689678,27205.54157143,0.009210060163372384
M2,2026240001,168.0,26954.925277214,27205.539981926,0.009211899667438884
M2,2026240001,175.0,26954.893935037,27205.539044775,0.009213017589009668
M2,2026240001,180.0,19253.483512839,19432.527535447,0.009213625056308487
M2,2026240001,182.0,7828.635596473,7773.010956796,0.007156125211475124
M2,2026240001,189.0,27098.758235439,27205.538166478,0.0039249336067379
M2,2026240001,196.0,27100.16222573,27205.537974411,0.0038733197917318702
M2,2026240001,203.0,27393.513842117,27205.537861171,0.006909474898281246
M2,2026240001,210.0,27167.14143847,27205.537794406,0.0014113433899436902
M2,2026240001,217.0,27072.013391869,27205.537755043,0.0049079847042996505
M2,2026240001,224.0,27022.566562102,27205.537731835,0.006725511972472129
M2,2026240001,231.0,26994.944240882,27205.537718151,0.007740831276732963
M2,2026240001,238.0,26978.883558928,27205.537710084,0.008331177040915131
M2,2026240001,245.0,26969.346396002,27205.537705327,0.008681736486272398
M2,2026240001,252.0,26963.621150078,27205.537702523,0.008892180521856217
M2,2026240001,259.0,26960.165029304,27205.53770087,0.00901921786159568
M2,2026240001,266.0,26958.072730612,27205.537699895,0.009096124914449225
M2,2026240001,273.0,26956.804219448,27205.537699318,0.009142751840417945
M2,2026240001,280.0,26956.034573544,27205.53769898,0.009171041873778315
M2,2026240001,287.0,26955.567425397,27205.53769878,0.009188212934832433
M2,2026240001,294.0,26955.283827112,27205.537698662,0.009198637215771901
M2,2026240001,301.0,26955.111641867,27205.537698593,0.00920496626460553
M2,2026240001,308.0,26955.007095205,27205.537698551,0.009208809107983324
M2,2026240001,315.0,26954.943615426,27205.537698527,0.009211142447464626
M2,2026240001,322.0,26954.905070608,27205.537698513,0.009212559247402646
M2,2026240001,329.0,26954.881666112,27205.537698505,0.009213419531376252
M2,2026240001,336.0,26954.867454812,27205.5376985,0.00921394189910907
M2,2026240001,343.0,26954.858825645,27205.537698497,0.009214259083210457
M2,2026240001,350.0,26954.853585972,27205.537698496,0.009214451678999805
M2,2026240001,357.0,26954.850404417,27205.537698493,0.009214568624015351
M2,2026240001,360.0,11552.078100475,11659.516156497,0.009214623881466325
M2,2026240002,7.0,33051.292661274,33082.580481026,0.0009457490708727706
M2,2026240002,14.0,31433.962745918,31321.523329951,0.0035898450654052805
M2,2026240002,21.0,30798.05306894,30663.139514446,0.004399861091537597
M2,2026240002,28.0,30158.72672177,30363.498991822,0.006744027429353752
M2,2026240002,30.0,8703.313317123,8642.443962723,0.007043071920690997
M2,2026240002,35.0,21689.738631881,21563.164600507,0.005869919082796541
M2,2026240002,42.0,30352.477809723,30116.360819778,0.007840156762563989
M2,2026240002,49.0,29921.387802176,30064.447279292,0.004758426981444524
M2,2026240002,56.0,29904.743616576,30033.915092105,0.00430085372262882
M2,2026240002,63.0,29800.801742525,30015.883810708,0.007165608367202954
M2,2026240002,70.0,30052.449703299,30005.219439615,0.0015740682643247993
M2,2026240002,77.0,29744.601534374,29998.909141077,0.008477228472110753
M2,2026240002,84.0,29796.916244601,29995.174808095,0.006609681882583713
M2,2026240002,90.0,25508.247459851,25708.351858492,0.007783633884522947
M2,2026240002,91.0,4307.414676741,4284.613049992,0.005321747024283273
M2,2026240002,98.0,29776.9372002,29991.65718714,0.007159323861306062
M2,2026240002,105.0,29811.507040646,29990.883365199,0.0059810283801491745
M2,2026240002,112.0,30224.384483256,29990.425483167,0.007801123069104663
M2,2026240002,119.0,29807.710366364,29990.15455342,0.006083469384294817
M2,2026240002,126.0,29833.468516206,29989.994246094,0.005219265085667204
M2,2026240002,133.0,29762.718878976,29989.899394237,0.007575234323882247
M2,2026240002,140.0,30030.936656281,29989.84327192,0.001370243385015503
M2,2026240002,147.0,29770.215637027,29989.810065377,0.007322301404086684
M2,2026240002,154.0,29808.794187481,29989.790417727,0.006035261591525285
M2,2026240002,161.0,30215.337331963,29989.778792621,0.007521180496252922
M2,2026240002,168.0,29819.879817534,29989.771914293,0.005665001295926113
M2,2026240002,175.0,29839.774035735,29989.767844536,0.0050014994973802945
M2,2026240002,180.0,21290.048832088,21421.261205136,0.006125333694943316
M2,2026240002,182.0,8613.897462884,8568.504231412,0.005297684431967672
M2,2026240002,189.0,29827.948641839,29989.764011796,0.005395686671404011
M2,2026240002,196.0,29837.723242143,29989.763168801,0.005069727486750189
M2,2026240002,203.0,29758.973950869,29989.76267002,0.007695583379248122
M2,2026240002,210.0,30026.734997886,29989.762374902,0.0012328414784287688
M2,2026240002,217.0,29728.581083553,29989.762200286,0.008709009260850716
M2,2026240002,224.0,29785.44356507,29989.762096968,0.006812942738170515
M2,2026240002,231.0,30207.613624028,29989.762035838,0.007264198626506742
M2,2026240002,238.0,29835.313443142,29989.761999669,0.005150042755547886
M2,2026240002,245.0,29847.971557706,29989.761978269,0.0047279608509645235
M2,2026240002,252.0,29765.174465158,29989.761965606,0.007488805703278683
M2,2026240002,259.0,30030.536093232,29989.761958114,0.001359601825948116
M2,2026240002,266.0,29729.302860014,29989.761953682,0.008684933680709718
M2,2026240002,273.0,29783.480144469,29989.761951059,0.006878407602122316
M2,2026240002,280.0,30206.392523122,29989.761949507,0.007223484267055346
M2,2026240002,287.0,29836.397111931,29989.761948589,0.005113906436500206
M2,2026240002,294.0,29852.232654626,29989.761948046,0.004585874794813482
M2,2026240002,301.0,29767.875839816,29989.761947724,0.007398728549255493
M2,2026240002,308.0,30031.747389498,29989.761947534,0.0013999925053573825
M2,2026240002,315.0,30029.634964155,29989.761947422,0.0013295542926584358
M2,2026240002,322.0,30077.887707188,29989.761947355,0.0029385281546315716
M2,2026240002,329.0,29918.125738141,29989.761947315,0.002388688823200704
M2,2026240002,336.0,30129.250134721,29989.761947292,0.004651193553125079
M2,2026240002,343.0,29812.053762508,29989.761947278,0.005925628388861845
M2,2026240002,350.0,29849.880878867,29989.76194727,0.004664294056383233
M2,2026240002,357.0,29773.9288006,29989.761947265,0.007196894294944047
M2,2026240002,360.0,12893.05378523,12852.755120256,0.0031354106257333683
M2,2026240003,7.0,28244.384153791,28210.910492427,0.001186550195641057
M2,2026240003,14.0,26814.869632305,26773.322609453,0.0015518067539861372
M2,2026240003,21.0,26309.679025084,26394.796254239,0.003224773108121001
M2,2026240003,28.0,26422.032482012,26266.53811715,0.005919865197632325
M2,2026240003,30.0,7550.413197054,7492.666217211,0.007707133638270541
M2,2026240003,35.0,18753.927502465,18717.002677187,0.001972795853847211
M2,2026240003,42.0,26138.126730921,26180.126973567,0.0016042795624484063
M2,2026240003,49.0,26080.074926316,26163.685133158,0.003195658654982009
M2,2026240003,56.0,26054.323023402,26154.293121438,0.0038223207781538735
M2,2026240003,63.0,26041.226136759,26148.878579608,0.00411690476596396
M2,2026240003,70.0,26033.992687017,26145.747328368,0.0042742951634719365
M2,2026240003,77.0,26029.823887495,26143.934712776,0.0043647150490028295
M2,2026240003,84.0,26027.372176131,26142.885135113,0.004418523754551151
M2,2026240003,90.0,22307.992398903,22407.692380582,0.004449364083800033
M2,2026240003,91.0,3717.924469901,3734.584975027,0.004461139654716094
M2,2026240003,98.0,26025.049397024,26141.925412113,0.00447082658398398
M2,2026240003,105.0,26024.53135038,26141.721618506,0.004482882567422019
M2,2026240003,112.0,26024.221718925,26141.603613537,0.004490233129815212
M2,2026240003,119.0,26024.036586488,26141.535284624,0.004494712986697025
M2,2026240003,126.0,26023.925875369,26141.495720168,0.004497441388110606
M2,2026240003,133.0,26023.85966421,26141.472811298,0.004499101788831571
M2,2026240003,140.0,26023.820065177,26141.459546496,0.004500111445949091
M2,2026240003,147.0,26023.796381795,26141.45186586,0.004500724927931547
M2,2026240003,154.0,26023.782217169,26141.447418595,0.004501097415987071
M2,2026240003,161.0,26023.77374553,26141.444843527,0.004501323423450125
M2,2026240003,168.0,26023.768678776,26141.443352505,0.0045014604642220415
M2,2026240003,175.0,26023.765648426,26141.442489169,0.0045015435086168355
M2,2026240003,180.0,18588.402875688,18672.458600429,0.004501588491355313
M2,2026240003,182.0,7435.360960333,7468.98338885,0.004501607081787468
M2,2026240003,189.0,26023.76275205,26141.441699832,0.004501624246024592
M2,2026240003,196.0,26023.762103744,26141.441532235,0.004501642663656815
M2,2026240003,203.0,26023.761716001,26141.441435193,0.004501653800680288
M2,2026240003,210.0,26023.761484099,26141.441379003,0.004501660531944635
M2,2026240003,217.0,26023.761345401,26141.441346468,0.004501664598646974
M2,2026240003,224.0,26023.761262448,26141.44132763,0.00450166705451012
M2,2026240003,231.0,26023.761212836,26141.441316722,0.00450166853694951
M2,2026240003,238.0,26023.761183163,26141.441310406,0.004501669431522802
M2,2026240003,245.0,26023.761165417,26141.441306748,0.004501669971067164
M2,2026240003,252.0,26023.7611548,26141.441304635,0.004501670296738167
M2,2026240003,259.0,26023.761148449,26141.44130341,0.004501670493036219
M2,2026240003,266.0,26023.761144652,26141.4413027,0.004501670611246972
M2,2026240003,273.0,26023.761142382,26141.441302289,0.004501670682430746
M2,2026240003,280.0,26023.761141024,26141.441302051,0.004501670725315684
M2,2026240003,287.0,26023.761140212,26141.441301914,0.004501670751160404
M2,2026240003,294.0,26023.761139726,26141.441301833,0.004501670766666918
M2,2026240003,301.0,26023.761139435,26141.441301787,0.00450167077604692
M2,2026240003,308.0,26023.761139262,26141.441301761,0.004501670781674645
M2,2026240003,315.0,26023.761139157,26141.441301745,0.004501670785081938
M2,2026240003,322.0,26023.761139095,26141.441301736,0.004501670787110846
M2,2026240003,329.0,26023.761139058,26141.441301731,0.0045016707883359436
M2,2026240003,336.0,26023.761139036,26141.441301728,0.00450167078906318
M2,2026240003,343.0,26023.761139023,26141.441301725,0.004501670789446262
M2,2026240003,350.0,26023.761139015,26141.441301725,0.004501670789752286
M2,2026240003,357.0,26023.76113901,26141.441301725,0.004501670789943638
M2,2026240003,360.0,11153.040488146,11203.474843597,0.004501670790096329
M2,2026240004,7.0,24917.89915472,24723.330383888,0.007869844709869634
M2,2026240004,14.0,23139.064819064,23303.24560623,0.007045404315788066
M2,2026240004,21.0,22912.639683643,22974.083154924,0.0026744689164159624
M2,2026240004,28.0,23035.213669282,22893.045472362,0.0062101041598696324
M2,2026240004,30.0,6492.509484012,6535.771305362,0.006619237321616141
M2,2026240004,35.0,16439.768110197,16335.205038669,0.006401087178304571
M2,2026240004,42.0,22689.453887609,22864.424695694,0.007652534905807248
M2,2026240004,49.0,22801.515600964,22862.345704993,0.002660711407916204
M2,2026240004,56.0,22716.340750434,22861.652725977,0.006356144819656368
M2,2026240004,63.0,22805.477775437,22861.413452383,0.0024467287231607544
M2,2026240004,70.0,22717.743327218,22861.328763943,0.006280712648315662
M2,2026240004,77.0,22807.698497988,22861.298268977,0.002344563740797486
M2,2026240004,84.0,22708.04559301,22861.287156695,0.006703103050788836
M2,2026240004,90.0,19589.493782055,19595.38561936,0.00030067473125810893
M2,2026240004,91.0,3270.330110552,3265.897454579,0.0013572550989881544
M2,2026240004,98.0,22691.258774729,22861.281565324,0.007437150454980985
M2,2026240004,105.0,22799.092495539,22861.281005666,0.002720254832246067
M2,2026240004,112.0,22725.675678107,22861.280797474,0.00593165013667924
M2,2026240004,119.0,22810.409642882,22861.28071988,0.0022252067861518268
M2,2026240004,126.0,22728.234208645,22861.28069092,0.005819730052474407
M2,2026240004,133.0,22812.222780372,22861.280680102,0.002145894642407279
M2,2026240004,140.0,22729.343290199,22861.280676057,0.005771215870516685
M2,2026240004,147.0,22813.351642619,22861.280674545,0.0020965156155650843
M2,2026240004,154.0,22729.805908931,22861.28067398,0.005750979873959531
M2,2026240004,161.0,22813.609101949,22861.280673768,0.0020852537746802306
M2,2026240004,168.0,22718.533479851,22861.280673689,0.006244059371629509
M2,2026240004,175.0,22808.209187981,22861.280673659,0.002321457246231577
M2,2026240004,180.0,16323.516859332,16329.486195463,0.00036555566167529614
M2,2026240004,182.0,6512.075830709,6531.794478185,0.0030188713900685016
M2,2026240004,189.0,22798.147538027,22861.280673644,0.0027615747568238954
M2,2026240004,196.0,22740.14199933,22861.280673643,0.0052988577517733195
M2,2026240004,203.0,22820.417098645,22861.280673641,0.001787457823529249
M2,2026240004,210.0,22709.932424123,22861.280673641,0.00662028744927242
M2,2026240004,217.0,22804.92531253,22861.280673641,0.002465100792711831
M2,2026240004,224.0,22717.626202697,22861.280673641,0.006283745560660207
M2,2026240004,231.0,22807.062712369,22861.280673641,0.002371606474982498
M2,2026240004,238.0,22708.43995409,22861.280673641,0.0066855711949340675
M2,2026240004,245.0,22802.127686842,22861.280673641,0.0025874747632665474
M2,2026240004,252.0,22737.358785418,22861.280673641,0.005420601321162186
M2,2026240004,259.0,22818.94886711,22861.280673641,0.001851681326838622
M2,2026240004,266.0,22722.805252084,22861.280673641,0.006057203160829964
M2,2026240004,273.0,22808.333977788,22861.280673641,0.0023159986795510835
M2,2026240004,280.0,22686.142581404,22861.280673641,0.007660904685839887
M2,2026240004,287.0,22788.432821998,22861.280673641,0.0031865166559540224
M2,2026240004,294.0,22721.502958301,22861.280673641,0.006114168201484957
M2,2026240004,301.0,22811.00701869,22861.280673641,0.0021990743068459285
M2,2026240004,308.0,22707.043592357,22861.280673641,0.006746650963514616
M2,2026240004,315.0,22801.048538074,22861.280673641,0.002634678976512751
M2,2026240004,322.0,22715.175616888,22861.280673643,0.006390939284667765
M2,2026240004,329.0,22806.727755771,22861.280673643,0.002386258173842971
M2,2026240004,336.0,22728.042395006,22861.280673643,0.005828119628950256
M2,2026240004,343.0,22813.987108578,22861.280673643,0.0020687189724906767
M2,2026240004,350.0,22719.91240911,22861.280673643,0.006183742133746068
M2,2026240004,357.0,22807.077888117,22861.280673643,0.002370942656265509
M2,2026240004,360.0,9763.583046158,9797.691717275,0.0034812966259042196
M2,2026240005,7.0,32142.235187594,32128.03721966,0.0004419183106931934
M2,2026240005,14.0,30478.007318315,30722.294780802,0.007951471862044973
M2,2026240005,21.0,30076.961781788,30290.69856379,0.007056185302292939
M2,2026240005,28.0,30195.484253913,30143.564768414,0.0017224069514633466
M2,2026240005,30.0,8554.147468633,8599.528092549,0.005277106304858757
M2,2026240005,35.0,21460.298147548,21484.127365799,0.001109154579344556
M2,2026240005,42.0,29904.647752966,30055.161762317,0.005007925445262842
M2,2026240005,49.0,29809.250556288,30040.185645365,0.007687538679130364
M2,2026240005,56.0,30065.574896943,30031.877327284,0.0011220600461225138
M2,2026240005,63.0,30026.943063614,30027.142206171,6.632084919503157e-06
M2,2026240005,70.0,30108.569793821,30024.407922148,0.0028031151152498653
M2,2026240005,77.0,29947.817198437,30022.818886031,0.0024981560818360927
M2,2026240005,84.0,30155.14046099,30021.892488498,0.004438360191418567
M2,2026240005,90.0,25639.960870912,25732.610390472,0.0036004710814067013
M2,2026240005,91.0,4297.959331463,4288.741154844,0.0021493898293647386
M2,2026240005,98.0,29893.521468533,30021.035420294,0.004247486803030185
M2,2026240005,105.0,29808.569017017,30020.850600249,0.00707113819187523
M2,2026240005,112.0,30065.202934544,30020.742522756,0.001480989744150923
M2,2026240005,119.0,30008.372862556,30020.679314719,0.0004099325013263961
M2,2026240005,126.0,30095.422740169,30020.642345822,0.002490965832295264
M2,2026240005,133.0,29942.440421618,30020.620722857,0.0026042200113295024
M2,2026240005,140.0,30153.015847913,30020.608075437,0.004410562642278246
M2,2026240005,147.0,29839.180971398,30020.600677803,0.006043173764312415
M2,2026240005,154.0,29884.910614634,30020.596350812,0.004519754857379176
M2,2026240005,161.0,29796.993681285,30020.59381988,0.007448225039670255
M2,2026240005,168.0,30057.984914958,30020.592339491,0.001245564212862421
M2,2026240005,175.0,30041.325072833,30020.591473585,0.0006906459276874561
M2,2026240005,180.0,21606.979508721,21443.279299595,0.007634103293570957
M2,2026240005,182.0,8508.191316763,8577.311667503,0.008058509871091416
M2,2026240005,189.0,29948.335620661,30020.590670846,0.0024068497178227595
M2,2026240005,196.0,30154.518941355,30020.590497562,0.004461219502123934
M2,2026240005,203.0,29837.073196266,30020.590396204,0.006113044331106996
M2,2026240005,210.0,29888.647316074,30020.590336918,0.004395084152683863
M2,2026240005,217.0,29802.682986123,30020.590302238,0.007258595314788201
M2,2026240005,224.0,30062.887979185,30020.590281955,0.001408956214143021
M2,2026240005,231.0,30044.732031377,30020.59027009,0.0008041734379570786
M2,2026240005,238.0,30117.576673607,30020.590263151,0.0032306630084834426
M2,2026240005,245.0,29949.977980874,30020.590259091,0.00235212824290219
M2,2026240005,252.0,30155.595374316,30020.590256718,0.004497084049431348
M2,2026240005,259.0,29838.966177258,30020.590255328,0.006049983578779393
M2,2026240005,266.0,29892.654693997,30020.590254516,0.004261593773951665
M2,2026240005,273.0,29805.529837315,30020.590254042,0.007163763767037974
M2,2026240005,280.0,30064.37947409,30020.590253763,0.0014586395522823957
M2,2026240005,287.0,29764.156258702,30020.590253601,0.008541937141566985
M2,2026240005,294.0,29835.665107034,30020.590253505,0.006159943722272716
M2,2026240005,301.0,30245.197007785,30020.59025345,0.007481756768895907
M2,2026240005,308.0,29850.412157,30020.590253417,0.005668712539642119
M2,2026240005,315.0,29889.369745904,30020.590253398,0.004371016904943986
M2,2026240005,322.0,29799.112977637,30020.590253388,0.007377512363402148
M2,2026240005,329.0,30058.780958818,30020.590253381,0.0012721503846080241
M2,2026240005,336.0,30022.510976703,30020.590253377,6.398019858340822e-05
M2,2026240005,343.0,30103.240236174,30020.590253375,0.0027531098523189638
M2,2026240005,350.0,29943.948633418,30020.590253373,0.0025529684562544267
M2,2026240005,357.0,30152.688127103,30020.590253373,0.004400242387477949
M2,2026240005,360.0,12769.75479447,12865.967251446,0.007478058594093391
M2,2026240006,7.0,29607.736832315,29797.376922432,0.006364321618331234
M2,2026240006,14.0,28215.679233571,28399.290704497,0.006465354111711154
M2,2026240006,21.0,28194.087354808,28022.48599583,0.006123702194142847
M2,2026240006,28.0,27909.286468299,27897.356495146,0.00042763812245352555
M2,2026240006,30.0,7926.605670668,7959.312274509,0.004109224856744035
M2,2026240006,35.0,19756.398406011,19884.876559535,0.006461098872770892
M2,2026240006,42.0,27990.998634377,27817.648006633,0.0062316780952388386
M2,2026240006,49.0,27602.380350011,27803.260184355,0.007225046020215832
M2,2026240006,56.0,27838.531425277,27795.152131111,0.0015606784219556469
M2,2026240006,63.0,27744.006990713,27790.49911102,0.0016729501734124963
M2,2026240006,70.0,27573.644052022,27787.805362112,0.007707024980893484
M2,2026240006,77.0,27514.334458646,27786.23908033,0.009785585623801898
M2,2026240006,84.0,27488.861894048,27785.326338895,0.010669820509971707
M2,2026240006,90.0,23551.763166956,23815.56053845,0.011076681192034228
M2,2026240006,91.0,3994.800974843,3969.233289705,0.006441466971547072
M2,2026240006,98.0,27759.078358972,27784.482961077,0.0009143449651586858
M2,2026240006,105.0,27762.999663439,27784.301424962,0.0007666833582456145
M2,2026240006,112.0,27991.82776727,27784.195395219,0.007473038866071529
M2,2026240006,119.0,27716.160859305,27784.13346057,0.002446453885684887
M2,2026240006,126.0,27598.588584966,27784.097281114,0.00667679407652013
M2,2026240006,133.0,27538.732562334,27784.076146096,0.00883036680694067
M2,2026240006,140.0,27506.131676956,27784.063799429,0.010003292696107073
M2,2026240006,147.0,27487.622405497,27784.056586684,0.010669218883216328
M2,2026240006,154.0,27476.852576134,27784.052373083,0.011056695143816147
M2,2026240006,161.0,27470.495576236,27784.049911541,0.011285407861823379
M2,2026240006,168.0,27466.711729033,27784.048473531,0.011421544444839143
M2,2026240006,175.0,27464.448366144,27784.04763346,0.011502977231118417
M2,2026240006,180.0,19616.595178507,19845.747995263,0.011546695887234676
M2,2026240006,182.0,7976.4973435,7938.299147435,0.004811886697082024
M2,2026240006,189.0,27805.079162102,27784.046855998,0.0007569921765899784
M2,2026240006,196.0,27946.325340573,27784.046688512,0.005840713337416647
M2,2026240006,203.0,27751.287931864,27784.046590667,0.0011790456331153365
M2,2026240006,210.0,27581.186040823,27784.046533507,0.0073013300074687105
M2,2026240006,217.0,27756.218281012,27784.046500114,0.001001589854879006
M2,2026240006,224.0,27562.854958656,27784.046480607,0.007961098182922729
M2,2026240006,231.0,27756.37010656,27784.046469211,0.0009961242571944933
M2,2026240006,238.0,27562.052744346,27784.046462551,0.007989970737495506
M2,2026240006,245.0,27753.62124508,27784.046458662,0.001095060563883898
M2,2026240006,252.0,27560.236060968,27784.046456389,0.008055356363310881
M2,2026240006,259.0,27754.35079135,27784.046455062,0.0010688026943818944
M2,2026240006,266.0,27558.646497426,27784.046454286,0.008112567664715627
M2,2026240006,273.0,27739.27669236,27784.046453833,0.0016113477764080686
M2,2026240006,280.0,28005.655169456,27784.046453569,0.007976113783762149
M2,2026240006,287.0,27744.163003787,27784.046453414,0.0014354802384120861
