cell_id_normal,scenario,mode_normal,seed,source_cell_id_normal,source_structure_normal,source_capacity_normal,source_intensity_normal,delta_capability_h7_normal,delta_q_h7_normal,bottleneck_on_h7_normal,bottleneck_off_h7_normal,logistics_demand_on_h7_normal,logistics_demand_off_h7_normal,logistics_indigenous_on_h7_normal,logistics_indigenous_off_h7_normal,delta_capability_h30_normal,delta_q_h30_normal,bottleneck_on_h30_normal,bottleneck_off_h30_normal,logistics_demand_on_h30_normal,logistics_demand_off_h30_normal,logistics_indigenous_on_h30_normal,logistics_indigenous_off_h30_normal,delta_capability_h90_normal,delta_q_h90_normal,bottleneck_on_h90_normal,bottleneck_off_h90_normal,logistics_demand_on_h90_normal,logistics_demand_off_h90_normal,logistics_indigenous_on_h90_normal,logistics_indigenous_off_h90_normal,delta_capability_h180_normal,delta_q_h180_normal,bottleneck_on_h180_normal,bottleneck_off_h180_normal,logistics_demand_on_h180_normal,logistics_demand_off_h180_normal,logistics_indigenous_on_h180_normal,logistics_indigenous_off_h180_normal,delta_capability_h360_normal,delta_q_h360_normal,bottleneck_on_h360_normal,bottleneck_off_h360_normal,logistics_demand_on_h360_normal,logistics_demand_off_h360_normal,logistics_indigenous_on_h360_normal,logistics_indigenous_off_h360_normal,cell_id_clamp,mode_clamp,source_cell_id_clamp,source_structure_clamp,source_capacity_clamp,source_intensity_clamp,delta_capability_h7_clamp,delta_q_h7_clamp,bottleneck_on_h7_clamp,bottleneck_off_h7_clamp,logistics_demand_on_h7_clamp,logistics_demand_off_h7_clamp,logistics_indigenous_on_h7_clamp,logistics_indigenous_off_h7_clamp,delta_capability_h30_clamp,delta_q_h30_clamp,bottleneck_on_h30_clamp,bottleneck_off_h30_clamp,logistics_demand_on_h30_clamp,logistics_demand_off_h30_clamp,logistics_indigenous_on_h30_clamp,logistics_indigenous_off_h30_clamp,delta_capability_h90_clamp,delta_q_h90_clamp,bottleneck_on_h90_clamp,bottleneck_off_h90_clamp,logistics_demand_on_h90_clamp,logistics_demand_off_h90_clamp,logistics_indigenous_on_h90_clamp,logistics_indigenous_off_h90_clamp,delta_capability_h180_clamp,delta_q_h180_clamp,bottleneck_on_h180_clamp,bottleneck_off_h180_clamp,logistics_demand_on_h180_clamp,logistics_demand_off_h180_clamp,logistics_indigenous_on_h180_clamp,logistics_indigenous_off_h180_clamp,delta_capability_h360_clamp,delta_q_h360_clamp,bottleneck_on_h360_clamp,bottleneck_off_h360_clamp,logistics_demand_on_h360_clamp,logistics_demand_off_h360_clamp,logistics_indigenous_on_h360_clamp,logistics_indigenous_off_h360_clamp,attenuation_q_h7,change_capability_effect_h7,attenuation_q_h30,change_capability_effect_h30,attenuation_q_h90,change_capability_effect_h90,attenuation_q_h180,change_capability_effect_h180,attenuation_q_h360,change_capability_effect_h360
ablation_m1_normal,M1,normal,2026240002,phase_054,logistics_constrained,0.4,1.0,0.03331608899999994,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,0.08926472400000007,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,0.10599074200000003,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,0.10782716199999998,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,0.11323552199999998,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.026345789999999925,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,-0.04333551999999996,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,-0.733619391,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,-0.712887389,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,-0.66922779,0.0,logistics,logistics,322952.352937391,322952.352937391,256835.54638312,256835.54638312,0.0,-0.006970299000000013,0.0,-0.13260024400000003,0.0,-0.839610133,0.0,-0.820714551,0.0,-0.782463312
ablation_m2_normal,M2,normal,2026240006,phase_110,balanced_capacity,0.4,1.0,0.04400240300000002,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,0.118340098,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,0.14772146099999994,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,0.16815478500000003,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,0.284700792,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,ablation_m2_demand_clamped,demand_clamped,phase_110,balanced_capacity,0.4,1.0,0.03109361799999999,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.0023945199999999556,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.706604746,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.653629613,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,-0.464596557,0.0,logistics,logistics,319109.530709529,319109.530709529,238148.969598845,238148.969598845,0.0,-0.012908785000000034,0.0,-0.12073461799999996,0.0,-0.854326207,0.0,-0.821784398,0.0,-0.749297349
ablation_m2_normal,M2,normal,2026240007,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,ablation_m2_demand_clamped,demand_clamped,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,logistics,logistics,323797.656189324,323797.656189324,247880.234267604,247880.234267604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ablation_m2_normal,M2,normal,2026240008,phase_110,balanced_capacity,0.4,1.0,0.032007726000000014,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,0.08693386699999994,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,0.10607065500000001,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,0.11316178799999999,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,0.13632754000000002,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,ablation_m2_demand_clamped,demand_clamped,phase_110,balanced_capacity,0.4,1.0,0.027486447999999997,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,0.08316610499999999,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,-0.728054678,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,-0.696669477,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,-0.621639439,0.0,logistics,logistics,316009.469045462,316009.469045462,249499.498278608,249499.498278608,0.0,-0.0045212780000000174,0.0,-0.0037677619999999523,0.0,-0.834125333,0.0,-0.809831265,0.0,-0.757966979
ablation_m2_normal,M2,normal,2026240009,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,ablation_m2_demand_clamped,demand_clamped,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,logistics,logistics,328763.319296272,328763.319296272,240570.895384376,240570.895384376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ablation_m2_normal,M2,normal,2026240010,phase_110,balanced_capacity,0.4,1.0,0.034715654999999956,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,0.08625019199999995,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,0.10196190599999999,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,0.10774925599999996,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,0.12706541100000002,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,ablation_m2_demand_clamped,demand_clamped,phase_110,balanced_capacity,0.4,1.0,0.033806117999999996,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.23320036,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.765663868,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.735124878,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,-0.661262738,0.0,logistics,logistics,295338.223453077,295338.223453077,238475.597124291,238475.597124291,0.0,-0.0009095369999999603,0.0,-0.31945055199999994,0.0,-0.867625774,0.0,-0.842874134,0.0,-0.788328149
ablation_m2_normal,M2,normal,2026240011,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,ablation_m2_demand_clamped,demand_clamped,phase_110,balanced_capacity,0.4,1.0,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,forcegen,forcegen,314665.357339162,314665.357339162,253732.315656564,253732.315656564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ablation_m1_normal,M1,normal,2026240003,phase_054,logistics_constrained,0.4,1.0,0.04671128899999999,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,0.1256470019999999,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,0.154907805,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,0.16882197199999993,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,0.25414863300000007,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.025726230999999933,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,-0.1734852520000001,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,-0.697747462,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,-0.647407225,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,-0.478619282,0.0,logistics,logistics,280663.799793388,280663.799793388,230031.72208375,230031.72208375,0.0,-0.020985058000000056,0.0,-0.299132254,0.0,-0.852655267,0.0,-0.816229197,0.0,-0.732767915
ablation_m3_normal,M3,normal,2026240000,phase_021,forcegen_constrained,0.25,2.0,0.0022687459999999326,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.01603871400000001,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.03797057600000009,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.06672989799999995,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.116819232,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.0022693769999999613,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.020514734000000034,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.04679583500000006,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.05355122000000001,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.10640271800000001,0.0,logistics,logistics,867119.43706211,867119.43706211,736386.567141295,736386.567141295,0.0,6.310000000286919e-07,0.0,0.004476020000000025,0.0,0.008825258999999974,0.0,-0.013178677999999944,0.0,-0.010416513999999988
ablation_m3_normal,M3,normal,2026240001,phase_021,forcegen_constrained,0.25,2.0,1.53010000000231e-05,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.031491773000000056,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.024808928000000008,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.027766881999999993,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.02738943100000002,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,1.627500000001003e-05,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.025859362000000052,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.03948373399999994,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.008621627999999992,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,-0.010233377000000043,0.0,logistics,logistics,908518.046232203,908518.046232203,764590.614150782,764590.614150782,0.0,9.739999999869298e-07,0.0,0.005632411000000004,0.0,0.01467480599999993,0.0,-0.019145254,0.0,0.017156053999999976
ablation_m1_normal,M1,normal,2026240004,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,ablation_m1_demand_clamped,demand_clamped,phase_054,logistics_constrained,0.4,1.0,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,logistics,logistics,240270.40494337,240270.40494337,196346.990396575,196346.990396575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ablation_m3_normal,M3,normal,2026240002,phase_021,forcegen_constrained,0.25,2.0,0.0031960540000000037,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.011301690000000031,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,-0.015667286000000002,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.028880535999999957,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.03545637199999996,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.0031960540000000037,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.012712172999999938,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,-0.012583020999999972,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.04465215099999997,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,-0.017002177000000063,0.0,logistics,logistics,948685.158848788,948685.158848788,912978.474984887,912978.474984887,0.0,0.0,0.0,0.001410482999999907,0.0,0.0030842650000000305,0.0,0.015771615000000017,0.0,-0.05245854900000002
ablation_m3_normal,M3,normal,2026240003,phase_021,forcegen_constrained,0.25,2.0,0.003538984999999939,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.013121411000000083,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.012579344000000048,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.004584745999999917,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,-0.0004436030000000146,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.004386904999999941,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.01732770100000003,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.03320497100000008,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,-0.0436302930000001,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.05058082399999997,0.0,logistics,logistics,930839.691924293,930839.691924293,902968.983197151,902968.983197151,0.0,0.000847920000000002,0.0,0.004206289999999946,0.0,0.020625627000000035,0.0,-0.048215039000000015,0.0,0.05102442699999998
ablation_m3_normal,M3,normal,2026240004,phase_021,forcegen_constrained,0.25,2.0,0.007331203000000008,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.02416489299999991,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.05706918000000005,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.07464536799999999,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.10727341700000004,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.008124840999999994,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.02782072499999999,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.05391014500000002,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.048538366999999916,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.09176810700000004,0.0,logistics,logistics,922403.063716608,922403.063716608,799984.238692682,799984.238692682,0.0,0.0007936379999999854,0.0,0.003655832000000081,0.0,-0.0031590350000000322,0.0,-0.026107001000000074,0.0,-0.015505309999999994
ablation_m3_normal,M3,normal,2026240005,phase_021,forcegen_constrained,0.25,2.0,0.002363172999999996,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.008511060999999986,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.019316746999999967,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.013704206999999968,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.009626932999999949,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.002363172999999996,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.010063775999999969,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.05763122499999995,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.036542945999999965,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.03593362599999994,0.0,logistics,logistics,977724.023628568,977724.023628568,985491.149048755,985491.149048755,0.0,0.0,0.0,0.0015527149999999823,0.0,0.038314477999999985,0.0,0.022838738999999997,0.0,0.026306692999999992
ablation_m3_normal,M3,normal,2026240006,phase_021,forcegen_constrained,0.25,2.0,1.2750000000227857e-06,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.0009994719999999457,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.022576449,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.022371628000000032,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.011353908000000024,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,1.2750000000227857e-06,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.001910030000000007,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.01771500199999998,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.016529615000000053,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.005618055999999982,0.0,logistics,logistics,969906.472203395,969906.472203395,958463.849179492,958463.849179492,0.0,0.0,0.0,0.0009105580000000613,0.0,-0.004861447000000019,0.0,-0.005842012999999979,0.0,-0.005735852000000041
ablation_m3_normal,M3,normal,2026240007,phase_021,forcegen_constrained,0.25,2.0,0.004508098999999932,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.01845702699999996,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.05511945699999998,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.006033937999999961,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.03731468299999996,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.004508098999999932,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.019129733999999954,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.04502687599999999,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,-0.002744560000000007,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.03589281,0.0,logistics,logistics,974622.479710969,974622.479710969,968646.908900466,968646.908900466,0.0,0.0,0.0,0.0006727069999999946,0.0,-0.01009258099999999,0.0,-0.008778497999999968,0.0,-0.0014218729999999624
ablation_m3_normal,M3,normal,2026240008,phase_021,forcegen_constrained,0.25,2.0,0.0054198260000000165,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.009588887999999907,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.04876531500000003,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.04086415900000001,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.040286088,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.0054198260000000165,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.005626204999999995,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.07071970000000005,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.05639420899999997,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,-0.398385803,0.0,logistics,logistics,1001652.995653434,1001652.995653434,861467.255341109,861467.255341109,0.0,0.0,0.0,0.003962682999999911,0.0,0.02195438500000002,0.0,-0.09725836799999998,0.0,-0.438671891
ablation_m3_normal,M3,normal,2026240009,phase_021,forcegen_constrained,0.25,2.0,0.0008401920000000729,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.00950491099999995,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.009037459999999942,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.08344071100000006,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.017853685999999924,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.0008401920000000729,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.010828018999999967,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.012756438000000037,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.10787113200000009,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.09222945999999999,0.0,logistics,logistics,969140.562666936,969140.562666936,918546.805167674,918546.805167674,0.0,0.0,0.0,0.0013231080000000173,0.0,0.003718978000000095,0.0,0.024430421000000035,0.0,0.07437577400000006
ablation_m3_normal,M3,normal,2026240010,phase_021,forcegen_constrained,0.25,2.0,0.004401431000000011,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.01752324400000005,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.010901249000000002,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.022163532999999958,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,-0.14708077099999994,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,ablation_m3_demand_clamped,demand_clamped,phase_021,forcegen_constrained,0.25,2.0,0.004857250000000035,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.019306232000000034,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,-0.015676263999999995,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.003223630000000033,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.011219500000000049,0.0,logistics,logistics,926477.950830958,926477.950830958,815276.864477557,815276.864477557,0.0,0.00045581900000002396,0.0,0.0017829879999999854,0.0,-0.026577512999999997,0.0,-0.018939902999999925,0.0,0.158300271
