cell_id,seed,factor_starting_structure,factor_channels,factor_dose_regime,factor_intensity,initial_postsplit_bottleneck,bottleneck_changed_by_h360,modal_bottleneck_h360
rising_019,2026300010,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300011,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300012,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300013,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300014,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300015,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_020,2026300000,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300001,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300002,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300003,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300004,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300005,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,True,logistics
rising_020,2026300006,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300007,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300008,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300009,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300010,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300011,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300012,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300013,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300014,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_020,2026300015,forcegen_constrained,logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_021,2026300000,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300001,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300002,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_021,2026300003,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_021,2026300004,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_021,2026300005,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_021,2026300006,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300007,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300008,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300009,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300010,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300011,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300012,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300013,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300014,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_021,2026300015,forcegen_constrained,logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_022,2026300000,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300001,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300002,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300003,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300004,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300005,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300006,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300007,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300008,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300009,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300010,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300011,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300012,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300013,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300014,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_022,2026300015,forcegen_constrained,forcegen+logistics+command,equal_total_effort,1.0,logistics,False,logistics
rising_023,2026300000,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300001,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300002,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_023,2026300003,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_023,2026300004,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_023,2026300005,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,True,logistics
rising_023,2026300006,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300007,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300008,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300009,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300010,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300011,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300012,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300013,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300014,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_023,2026300015,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,1.0,logistics,False,logistics
rising_024,2026300000,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300001,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300002,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300003,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300004,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300005,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300006,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300007,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300008,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300009,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300010,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300011,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300012,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300013,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300014,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_024,2026300015,logistics_constrained,none,control,0.0,logistics,False,logistics
rising_025,2026300000,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300001,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300002,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300003,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300004,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300005,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300006,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300007,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300008,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300009,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300010,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300011,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300012,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300013,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300014,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_025,2026300015,logistics_constrained,forcegen,single_reference,0.5,logistics,False,logistics
rising_026,2026300000,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300001,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300002,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300003,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300004,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300005,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300006,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300007,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300008,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300009,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300010,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300011,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300012,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300013,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300014,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_026,2026300015,logistics_constrained,logistics,single_reference,0.5,logistics,False,logistics
rising_027,2026300000,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300001,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300002,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300003,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300004,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300005,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300006,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300007,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300008,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300009,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300010,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300011,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300012,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300013,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300014,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_027,2026300015,logistics_constrained,command,single_reference,0.5,logistics,False,logistics
rising_028,2026300000,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300001,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300002,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300003,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300004,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300005,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300006,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300007,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300008,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300009,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300010,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300011,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300012,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300013,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300014,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_028,2026300015,logistics_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_029,2026300000,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300001,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300002,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300003,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300004,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300005,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300006,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300007,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300008,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300009,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300010,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300011,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300012,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300013,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300014,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_029,2026300015,logistics_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_030,2026300000,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300001,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300002,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300003,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300004,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300005,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300006,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300007,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300008,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300009,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300010,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300011,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300012,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300013,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300014,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_030,2026300015,logistics_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_031,2026300000,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300001,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300002,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300003,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300004,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300005,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300006,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300007,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300008,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300009,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300010,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300011,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300012,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300013,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300014,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_031,2026300015,logistics_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_032,2026300000,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300001,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300002,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300003,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300004,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300005,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300006,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300007,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300008,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300009,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300010,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300011,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300012,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300013,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300014,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_032,2026300015,logistics_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_033,2026300000,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300001,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300002,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300003,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300004,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300005,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300006,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300007,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300008,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300009,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300010,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300011,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300012,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300013,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300014,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_033,2026300015,logistics_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_034,2026300000,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300001,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300002,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300003,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300004,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300005,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300006,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300007,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300008,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300009,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300010,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300011,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300012,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300013,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300014,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_034,2026300015,logistics_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_035,2026300000,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300001,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300002,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300003,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300004,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300005,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300006,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300007,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300008,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300009,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300010,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300011,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300012,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300013,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300014,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_035,2026300015,logistics_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_036,2026300000,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300001,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300002,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300003,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300004,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300005,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300006,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300007,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300008,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300009,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300010,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300011,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300012,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300013,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300014,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_036,2026300015,logistics_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_037,2026300000,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300001,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300002,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300003,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300004,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300005,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300006,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300007,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300008,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300009,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300010,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300011,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300012,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300013,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300014,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_037,2026300015,logistics_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_038,2026300000,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
rising_038,2026300001,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
rising_038,2026300002,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
rising_038,2026300003,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
rising_038,2026300004,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
rising_038,2026300005,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
rising_038,2026300006,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
rising_038,2026300007,logistics_constrained,command,single_reference,1.0,logistics,False,logistics
