cell_id,seed,factor_starting_structure,factor_channels,factor_dose_regime,factor_intensity,initial_postsplit_bottleneck,bottleneck_changed_by_h360,modal_bottleneck_h360
rising_005,2026300002,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300003,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300004,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300005,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300006,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300007,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,True,logistics
rising_005,2026300008,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300009,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300010,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300011,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300012,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300013,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300014,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_005,2026300015,forcegen_constrained,forcegen+logistics,equal_total_effort,0.5,logistics,False,logistics
rising_006,2026300000,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300001,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300002,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300003,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,True,logistics
rising_006,2026300004,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300005,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300006,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300007,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300008,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300009,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300010,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300011,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,True,logistics
rising_006,2026300012,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300013,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300014,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_006,2026300015,forcegen_constrained,forcegen+logistics,equal_channel_dose,0.5,logistics,False,logistics
rising_007,2026300000,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300001,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300002,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300003,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300004,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300005,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300006,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300007,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,True,logistics
rising_007,2026300008,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300009,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300010,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300011,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300012,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300013,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300014,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_007,2026300015,forcegen_constrained,forcegen+command,equal_total_effort,0.5,logistics,False,logistics
rising_008,2026300000,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300001,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300002,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300003,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300004,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300005,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300006,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300007,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300008,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300009,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300010,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300011,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300012,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300013,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300014,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_008,2026300015,forcegen_constrained,forcegen+command,equal_channel_dose,0.5,logistics,False,logistics
rising_009,2026300000,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300001,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300002,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300003,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,True,logistics
rising_009,2026300004,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300005,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300006,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300007,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300008,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300009,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300010,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300011,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300012,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300013,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300014,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_009,2026300015,forcegen_constrained,logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_010,2026300000,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300001,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300002,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300003,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300004,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300005,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,True,logistics
rising_010,2026300006,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300007,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300008,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300009,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300010,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300011,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300012,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300013,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300014,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_010,2026300015,forcegen_constrained,logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_011,2026300000,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300001,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300002,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300003,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,True,logistics
rising_011,2026300004,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300005,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300006,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300007,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300008,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300009,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300010,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300011,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300012,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300013,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300014,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_011,2026300015,forcegen_constrained,forcegen+logistics+command,equal_total_effort,0.5,logistics,False,logistics
rising_012,2026300000,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300001,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300002,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300003,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300004,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300005,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,True,logistics
rising_012,2026300006,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300007,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300008,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300009,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300010,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300011,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300012,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300013,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300014,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_012,2026300015,forcegen_constrained,forcegen+logistics+command,equal_channel_dose,0.5,logistics,False,logistics
rising_013,2026300000,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300001,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300002,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300003,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300004,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300005,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300006,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300007,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300008,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300009,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300010,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300011,forcegen_constrained,forcegen,single_reference,1.0,logistics,True,logistics
rising_013,2026300012,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300013,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300014,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_013,2026300015,forcegen_constrained,forcegen,single_reference,1.0,logistics,False,logistics
rising_014,2026300000,forcegen_constrained,logistics,single_reference,1.0,logistics,True,logistics
rising_014,2026300001,forcegen_constrained,logistics,single_reference,1.0,logistics,True,logistics
rising_014,2026300002,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300003,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300004,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300005,forcegen_constrained,logistics,single_reference,1.0,logistics,True,logistics
rising_014,2026300006,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300007,forcegen_constrained,logistics,single_reference,1.0,logistics,True,logistics
rising_014,2026300008,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300009,forcegen_constrained,logistics,single_reference,1.0,logistics,True,logistics
rising_014,2026300010,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300011,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300012,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300013,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300014,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_014,2026300015,forcegen_constrained,logistics,single_reference,1.0,logistics,False,logistics
rising_015,2026300000,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300001,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300002,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300003,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300004,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300005,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300006,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300007,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300008,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300009,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300010,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300011,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300012,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300013,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300014,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_015,2026300015,forcegen_constrained,command,single_reference,1.0,logistics,False,logistics
rising_016,2026300000,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300001,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300002,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300003,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,True,logistics
rising_016,2026300004,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300005,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300006,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300007,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300008,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300009,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300010,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300011,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,True,logistics
rising_016,2026300012,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300013,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300014,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_016,2026300015,forcegen_constrained,forcegen+logistics,equal_total_effort,1.0,logistics,False,logistics
rising_017,2026300000,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,True,logistics
rising_017,2026300001,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,True,logistics
rising_017,2026300002,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300003,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300004,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300005,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,True,logistics
rising_017,2026300006,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300007,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,True,logistics
rising_017,2026300008,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300009,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,True,logistics
rising_017,2026300010,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300011,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300012,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300013,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300014,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_017,2026300015,forcegen_constrained,forcegen+logistics,equal_channel_dose,1.0,logistics,False,logistics
rising_018,2026300000,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300001,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300002,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300003,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300004,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300005,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300006,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300007,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300008,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300009,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300010,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300011,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300012,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300013,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300014,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_018,2026300015,forcegen_constrained,forcegen+command,equal_total_effort,1.0,logistics,False,logistics
rising_019,2026300000,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300001,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300002,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300003,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300004,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300005,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300006,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300007,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300008,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
rising_019,2026300009,forcegen_constrained,forcegen+command,equal_channel_dose,1.0,logistics,False,logistics
